,071B,073B,075B,077B,081B,083B,085B,088B,091B,093B,097B,100B,101B,105B,106B,107B,215B,218B,219B,220B,224B,226B,227B,228B,235B,242B,245B,246B,248B
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,103,101,0,141,154,158,29,15,114,182,72,179,190
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,103,129,0,249,113,138,45,25,97,117,50,187,112
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae_1;Clostridium_sensu_stricto_1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,4,0,78,73,0,223,103,90,33,59,111,41,51,164,67
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Romboutsia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,123,100,50,294,171,225,108,81,187,166,70,138,254
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,22,55,2,0,4,15,17,9,0,17
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,52,48,0,159,43,58,0,29,69,64,0,47,48
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae_UCG-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,0,0,13,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,152,79,46,258,90,251,67,55,79,115,36,122,137
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,4,13,10
Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;Deferribacteraceae;Mucispirillum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,13,0,0,13,0,0,24,0
Bacteria;Tenericutes;Mollicutes;Anaeroplasmatales;Anaeroplasmataceae;Anaeroplasma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,0,14,15,20,0,0,9,11,0,11,13
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Marvinbryantia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,19,0,4,0,14,21,0,25,6
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Angelakisella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Dysgonomonas,66,43,16,4,44,35,0,76,103,115,11,6,56,28,35,10,285,270,64,410,234,357,180,134,299,350,196,432,353
Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,6,5,18,24,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae;Succinivibrio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,138,64,371,152,262,68,67,233,147,120,161,233
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,130,49,223,100,116,61,56,155,123,54,131,124
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Enterorhabdus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Wolbachia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,6,28,21,12,14,14,14,0,5,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales_vadinBB60_group;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,51,13,70,63,42,0,3,19,47,16,78,45
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Parasutterella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,15,51,9,2,0,37,25,18,24,29
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Eggerthellaceae;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Intestinimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,17,13,0,0,0,0,0,0,0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Chthoniobacterales;Terrimicrobiaceae;Terrimicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Proteus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,49,14,72,69,95,37,24,74,79,51,38,43
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,13,38,18,21,0,20,6,17,53,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Weissella,61,0,15,59,47,0,5,15,16,48,0,17,59,19,0,0,237,207,81,329,306,408,114,132,334,336,175,399,396
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Acetatifactor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae_UCG-005,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,345,289,103,950,425,523,235,116,491,622,136,578,641
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae_FCS020_group,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,25,0,0,58,0,35,16,34,0,17
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Curvibacter,35,78,38,126,12,59,51,36,105,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Arcobacteraceae;Arcobacter,4,0,0,31,9,31,0,0,42,36,0,0,0,10,0,0,126,138,62,195,178,244,93,50,151,125,60,153,210
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,40,34,0,6,10,6,5,27,47
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae_UCG-006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,33,0,132,42,31,33,0,48,66,0,33,66
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;ASF356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium_1,22,16,41,80,25,0,13,0,997,0,13,21,42,0,12,0,89,110,0,362,167,568,86,83,153,210,99,248,216
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Solibacillus,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,116,52,40,104,93,247,88,51,79,134,0,147,109
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas,0,0,0,0,0,0,0,20,17,0,0,0,0,0,0,0,0,17,26,21,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter,24,15,19,13,6,0,0,11,14,22,0,0,58,16,0,4,349,274,82,461,321,383,166,133,210,434,170,337,527
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;NA,0,0,0,0,8,11,0,0,0,73,0,0,0,8,0,0,106,69,19,65,104,124,103,39,134,98,28,76,82
Bacteria;Firmicutes;Bacilli;Bacillales;Family_XI;Gemella,62,0,17,105,49,75,0,62,154,52,10,45,146,99,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Paeniclostridium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,50,20,154,69,133,28,0,83,81,34,54,90
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Marinospirillum,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,128,88,27,97,65,83,39,43,96,40,60,102,168
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Tyzzerella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,30,0,14,32,0,0,17,40
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,85,0,141,112,172,71,36,95,49,44,114,93
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae_UCG-004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Vagococcus,0,17,0,35,0,9,0,0,45,23,19,0,7,0,0,0,110,107,38,178,112,171,54,41,116,95,83,206,140
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Butyricicoccus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Weeksellaceae;Empedobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,73,41,27,144,135,152,45,33,88,90,36,101,164
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalibaculum,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,4
Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Spirosomaceae;Dyadobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema_2,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,89,133,28,263,263,126,103,28,109,158,67,143,156
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelatoclostridium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,4,11,13,0,0,16,0
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Eggerthellaceae;DNF00809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Pseudacidovorax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium,11,0,0,21,0,0,0,0,0,0,0,0,18,0,0,0,90,58,0,93,71,96,59,32,108,59,36,80,73
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Providencia,0,0,0,0,0,13,0,17,0,0,0,0,0,0,0,0,103,49,0,43,61,55,31,31,95,83,47,63,68
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Comamonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,33,20,83,84,91,11,29,27,82,31,112,70
Eukaryota;Euglenozoa;Euglenida;NA;NA;NA,57,44,18,61,44,46,0,16,54,58,7,17,73,7,46,37,0,0,0,6,0,4,0,0,8,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,0,72,18,12,3,12,15,0,9,4,14
Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae;Ruminobacter,0,4,0,11,9,0,0,0,0,0,0,0,0,0,0,0,56,75,16,138,97,134,35,20,79,94,11,118,66
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Tyzzerella_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Neisseriaceae;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Bilophila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Family_XIII;Anaerovorax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,0,0,10,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae_UCG-009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,21,58,9,22,7,7,4,21,0,69,4
Bacteria;Cyanobacteria;Sericytochromatia;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus,25,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,26,34,0,70,33,39,24,10,75,32,22,75,61
Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Weeksellaceae;Chryseobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,8,4,0,5,5,0,0,19,15
Bacteria;Firmicutes;Clostridia;Clostridiales;Family_XIII;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,3,10,0,0,0,0,0,17,16
Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Spirosomaceae;Persicitalea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium,0,0,0,0,0,23,0,0,25,0,8,0,0,0,0,0,70,46,19,84,36,52,33,46,57,64,18,45,100
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,0,5,0,10,3,13,16,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Spirosomaceae;Flectobacillus,6,19,11,3,19,4,18,16,19,42,0,0,27,0,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,31,0,50,0,61,31,30,65,62,32,90,107
Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;Saccharimonadaceae;Candidatus_Saccharimonas,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,14,0,0,17,16,7,0,0,0,0,0,4,47
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,17,0,22,38,39,31,6,29,28,12,19,27
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Rhodocyclaceae;Zoogloea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae_UCG-003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Olsenella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Citrobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae;Phascolarctobacterium,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,82,75,23,179,0,46,35,19,118,23,6,143,92
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA,40,16,6,21,44,26,8,11,46,19,0,28,76,14,20,15,6,21,3,12,9,0,0,0,22,28,0,2,0
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,28,0,39,17,11,0,0,17,58,26,27,57
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Leucobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0
Eukaryota;Euglenozoa;Euglenida;Aphagea;Aphagea_fa;Distigma,113,21,21,58,53,35,36,17,71,69,3,54,126,23,103,22,0,0,0,0,0,0,0,6,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,35,62,0,19,0,33,0,32,37
Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Facklamia,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,38,29,0,24,41,58,0,0,37,18,0,46,25
Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Weeksellaceae;Apibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,0,37,24,49,0,13,22,31,10,89,32
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Luteolibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerosphaera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,45,0,47,18,26,21,7,36,20,25,0,40
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae_UCG-003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,16,18,167,87,30,43,24,79,83,5,122,96
Bacteria;Tenericutes;Mollicutes;Mollicutes_RF39;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,24,4,0,0,7,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Paenalcaligenes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,28,0,39,91,27,14,0,7,58,12,48,81
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,63,37,80,67,56,6,36,21,12,43,0,136
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidales_RF16_group;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,44,4,229,127,125,47,39,167,72,39,106,107
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;NA,0,0,0,17,0,0,0,0,0,0,74,0,0,0,0,0,20,32,0,75,55,52,0,0,17,48,0,62,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_9,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,9,14,17,19,90,50,37,31,41,23,59,22,53,77
