function	055A	056A	068A	071A	077A	078A	091A	092A	098A	099A	100A	101A	217A	218A	219A	220A	223A	224A	225A	241A	242A	243A	244A	245A	246A	248A
EC:2.7.1.40	20831.27	24006.950000000004	38456.37	40155.03	41411.77	24723.680000000004	26567.06	29468.17	21792.29	28565.54	28229.61	28281.9	15118.11	30945.13	14775.07	30755.73	25617.4	24022.21	21401.54	22798.620000000003	30081.08	26071.12	27064.42	19287.81	16378.47	30185.59
EC:2.7.1.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:2.7.1.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:2.7.1.45	9569.27	13919.11	12953.57	13575.82	17595.52	4809.1900000000005	16672.4	15498.76	12933.7	13483.45	18939.86	12969.06	13558.04	18406.92	12021.88	19719.15	19660.66	19508.97	18024.53	13973.53	25638.92	18435.85	14666.24	14293.63	11036.97	25032.5
EC:2.7.1.47	0.0	0.0	0.0	0.0	0.0	2.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:2.7.1.48	15563.27	18993.61	38186.37	39816.95	35439.85	24158.34	22433.9	25816.26	16600.98	23341.12	22631.34	22299.7	18302.63	30033.59	10917.3	33068.32	24233.16	34440.880000000005	19254.7	21550.37	45236.67	25739.53	38875.67	22783.64	18392.3	45858.84
EC:2.7.1.49	9368.94	11695.95	12178.37	13184.95	12511.51	6427.68	18442.24	16389.61	12925.65	13499.12	18126.34	12862.37	12021.05	13246.71	11209.97	15914.97	17528.22	19361.14	16802.03	10576.62	25209.76	13759.03	17064.989999999998	12861.64	9832.59	26218.5
EC:2.7.1.5	6011.27	7374.110000000001	6469.2	8368.95	4290.68	2468.17	10110.07	6465.93	5566.81	5717.95	7961.670000000001	6622.200000000001	6549.2	20119.28	8203.17	21853.370000000003	10375.23	17308.3	14973.23	14977.78	22827.92	16800.28	18053.82	9536.67	9416.97	23700.74
EC:2.7.1.50	8741.27	9151.11	12001.37	12971.95	10305.85	4324.01	12733.4	12672.76	12488.98	13057.12	16712.34	12219.2	7262.41	10527.96	8894.5	12777.22	12234.06	5344.72	13241.2	9206.12	6344.67	11659.21	4642.99	8745.34	5785.34	6286.34
EC:2.7.1.51	5277.5	5072.34	22.67	22.42	24.42	1036.0	4314.99	3889.24	5123.4800000000005	5235.26	5605.77	5946.200000000001	979.98	1872.29	4314.67	2511.77	1826.27	2144.58	2969.6800000000003	2066.9300000000003	2357.66	2732.07	1015.01	1076.58	2564.08	2414.59
EC:2.7.1.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	55.400000000000006	72.8	0.0	13.6	152.6	36.0	127.0	0.0	24.0	20.4	0.0	36.0	0.0	0.0
EC:2.7.1.53	5173.5	4971.17	22.67	22.42	24.42	1036.0	3906.66	3730.41	5308.03	5278.59	5729.62	6046.389999999999	380.48	1725.29	4123.0	2024.6	1758.6	2028.75	2418.01	1446.2600000000002	2216.33	1500.9	418.84	1011.75	1453.08	1146.92
EC:2.7.1.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	308.72	145.0	219.85	207.86	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
EC:2.7.1.56	16212.27	19332.61	39096.57	40391.15	35394.85	24322.01	20622.9	23861.26	16633.98	23310.12	22570.34	22316.7	8182.51	24357.22	9239.35	22639.52	17975.96	7934.72	18400.9	20879.62	8894.17	21745.38	11960.49	11875.77	10469.3	9324.74
EC:2.7.1.58	5161.0	4928.67	156.0	199.75	65.25	274.67	3957.83	3746.58	5354.36	5281.42	5741.45	6063.389999999999	309.33	1682.41	4124.92	2007.42	1542.17	1975.08	2260.51	1303.42	1983.83	1422.67	401.42	841.58	1432.75	1126.42
EC:2.7.1.59	5173.5	4971.17	22.67	22.42	24.42	1036.67	3906.66	3730.41	4999.31	5133.59	5509.77	5838.530000000001	369.83	1767.9899999999998	4126.0	2013.75	1606.0	1992.75	2315.01	1446.2600000000002	2027.33	1432.5	423.09	875.75	1453.08	1146.92
EC:2.7.1.6	15560.27	18957.61	38175.37	39789.62	35348.85	24134.84	21687.9	25489.26	16588.98	23300.12	22533.34	22299.7	10846.36	24729.96	9349.4	24912.47	21715.56	21758.800000000003	18493.7	20293.87	27287.92	21572.46	25785.33	14747.240000000002	14323.8	28109.840000000004
EC:2.7.1.60	5173.5	4971.17	42.67	31.42	35.42	1075.67	3906.66	3730.41	5005.31	5133.59	5509.77	5838.530000000001	285.75	1602.16	4117.25	2011.0	1606.0	1992.75	2273.34	1446.2600000000002	2027.33	1432.5	418.84	875.75	1453.08	1146.92
EC:2.7.1.63	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	270.0	323.5	39.0	41.0	21.0	0.0	98.0	0.0	10.0	7.0	0.0	0.0	0.0	0.0
EC:2.7.1.66	10386.77	11511.44	38140.7	39753.2	28084.26	22934.67	11375.24	21081.35	11513.17	18024.2	15645.9	16207.67	1050.6	1435.42	2453.67	2582.37	10934.46	3276.4700000000003	5574.860000000001	6251.450000000001	3510.34	3435.07	4347.4	5044.93	5234.8	3497.26
EC:2.7.1.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:2.7.1.69	138629.69999999998	146284.1	334483.02	353367.84	256149.79	213352.74	149510.68000000002	207062.28	133548.12	191949.55	170957.69	187678.0	21682.84	52421.78	66910.91	57823.83	112384.88	54568.02	87087.75	83032.4	54544.2	61630.4	49211.72	56593.98	62683.65	45184.76
EC:2.7.1.71	14557.27	18674.28	12946.37	13607.37	12045.27	4659.84	21627.730000000003	17583.34	17934.84	18551.870000000003	24320.46	18773.59	17867.67	46559.59	16359.4	47102.990000000005	22347.83	24306.380000000005	29192.37	31079.620000000003	30309.08	36276.69	27585.75	20784.15	15836.34	32012.59
EC:2.7.1.72	5226.0	4986.84	9.0	19.75	8.25	10.0	3967.66	3751.91	4744.84	5047.34	5345.0	5682.34	261.34000000000003	1581.75	4258.09	2098.34	1607.84	2078.41	2358.84	1315.09	2056.16	1455.34	407.34	881.91	1495.75	1184.09
EC:2.7.1.73	5161.0	4928.67	9.0	19.75	8.25	11.34	3904.83	3712.58	4994.64	5130.42	5508.6	5838.530000000001	352.75	1653.83	4111.17	2007.42	1542.17	1975.08	2254.84	1303.42	1983.83	1422.67	396.42	841.58	1430.25	1126.42
EC:2.7.1.74	2717.5	3772.5	5505.5	4576.0	387.0	739.0	1949.5	4938.0	6939.5	7404.0	9132.5	5817.0	347.0	943.0	379.0	2121.0	1105.0	153.0	1327.0	1426.0	637.0	600.0	162.0	714.0	1261.0	696.0
EC:2.7.1.76	2717.5	3942.5	5511.5	4576.0	387.0	739.0	3844.5	4954.0	6943.5	7404.0	9132.5	5817.0	390.0	1315.0	386.0	2134.0	1111.0	153.0	1433.0	1552.0	637.0	628.0	162.0	767.0	1261.0	1395.0
EC:2.7.1.8	0.0	0.0	24.0	9.0	11.0	42.34	0.0	0.0	6.0	0.0	0.0	0.0	115.75	78.5	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:2.7.1.83	16175.0	18226.34	45798.0	47698.75	44742.25	35747.0	14208.16	23325.41	12669.28	23579.34	15342.7	23885.56	2015.34	3512.25	4676.09	3086.34	13180.34	5914.41	2975.34	6214.09	5708.16	4902.34	7646.34	8099.41	7094.0	3096.09
EC:2.7.1.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	308.72	145.0	219.85	207.86	19.33	23.33	5.75	0.0	0.0	0.0	5.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:2.7.1.87	5122.0	4894.17	9.0	19.75	8.25	10.0	3876.33	3684.58	4656.17	4945.67	5249.0	5581.67	222.67	1498.25	4099.42	2004.67	1542.17	1975.08	2249.17	1303.42	1981.83	1422.67	393.67	841.58	1430.25	1126.42
EC:2.7.1.89	5161.0	4928.67	9.0	19.75	8.25	10.0	3904.83	3712.58	4994.64	5130.42	5508.6	5838.530000000001	299.25	1600.33	4105.17	2007.42	1542.17	1975.08	2254.84	1303.42	1983.83	1422.67	396.42	841.58	1430.25	1126.42
EC:2.7.1.90	0.0	0.0	3.0	7.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	2215.2	954.25	155.4	2248.75	1816.0	11799.75	234.0	56.5	17078.25	259.0	10310.5	2359.4	3915.75	17550.0
EC:2.7.1.92	12.5	42.5	173.86999999999998	205.87	73.17	1258.0	54.83	32.83	364.39	154.17000000000002	234.02	231.86	301.16	238.82	48.58	13.08	73.83	30.17	56.84	142.84	61.0	37.0	32.92	34.17	25.33	20.17
EC:2.7.1.95	0.0	170.0	0.0	0.0	0.0	0.0	82.0	0.0	0.0	15.0	0.0	0.0	136.32999999999998	380.33	16.0	32.0	6.0	0.0	102.67	255.0	0.0	190.0	0.0	55.0	50.0	64.0
EC:2.7.10.1	0.0	0.0	0.0	0.0	0.0	2.67	0.0	0.0	0.0	0.0	0.0	0.0	38.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:2.7.10.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:2.7.11.1	18401.27	27279.28	44110.4	44960.48	50388.02	24938.36	32545.9	32152.76	23901.48	31124.28	34781.009999999995	28782.37	29506.61	58331.850000000006	16661.6	56343.16	37621.0	73751.2	39128.86	41296.77	100114.5	50429.43	71424.35	29638.92	21271.81	104412.66
EC:2.7.11.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:2.7.11.5	5161.0	4928.67	136.0	193.75	58.25	233.67	3968.83	3727.58	5039.64	5136.42	5521.6	5855.530000000001	469.25	1831.33	4144.17	2016.42	1542.17	1975.08	2266.84	1303.42	1985.83	1422.67	401.42	846.58	1432.75	1126.42
EC:2.7.13.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:2.7.13.3	105307.63	131203.86	173360.28	179098.77	147239.41999999998	90198.92	142796.08000000002	152008.77000000002	129152.61	151893.38	176167.78000000003	145664.33000000002	97826.01	246594.25000000003	91526.21	245221.54	131523.62	133407.88	163503.47	174477.2	170779.11	202350.96	145346.66	123562.2	89347.88	179359.71000000002
EC:2.7.14.1	2717.5	3820.5	5505.5	4581.0	1282.0	747.0	2922.5	4977.0	6939.5	7427.0	9758.5	5817.0	1268.83	4603.33	1967.5	5351.0	1754.0	286.0	1719.0	2787.0	939.0	2919.17	484.5	1742.0	1642.75	1344.0
EC:2.7.2.1	27696.270000000004	33437.61	88903.37	92542.95	90685.85	63757.67999999999	33348.9	47159.26	24707.98	43548.12	33168.34	41922.7	15333.19	29685.96	10453.9	28824.97	36281.56	26070.300000000003	19389.7	26729.870000000003	31683.42	27225.46	34508.33	23869.24	20926.84	31045.840000000004
EC:2.7.2.11	12845.77	15020.61	32810.87	35393.619999999995	35064.85	23652.01	17785.4	20631.76	9660.98	15917.12	13474.839999999998	16499.7	12459.62	25994.31	9671.5	25439.27	20496.96	19638.47	16836.899999999998	18698.87	25421.42	21176.96	21606.49	16682.34	12036.34	25685.24
EC:2.7.2.15	5161.0	4928.67	9.0	19.75	8.25	10.0	3904.83	3712.58	4994.64	5130.42	5508.6	5838.530000000001	269.83	1551.41	4110.92	2004.67	1542.17	1975.08	2260.51	1303.42	1983.83	1422.67	393.67	841.58	1430.25	1126.42
EC:2.7.2.2	20596.54	21944.22	19331.370000000003	21861.120000000003	7772.610000000001	6888.34	24219.47	25932.94	22736.58	23649.31	29137.48	24421.33	7103.02	25085.02	18861.69	28482.82	16752.69	11327.35	25176.43	22037.74	12091.34	23738.69	9283.9	13406.87	11470.6	11793.67
EC:2.7.2.3	15563.27	18985.61	38325.37	39977.95	35451.85	24409.01	21959.9	25658.26	16642.98	23321.12	22607.34	22316.7	14190.02	27855.96	10130.9	28028.97	22004.56	21884.800000000003	18885.7	20874.87	27566.92	23256.46	26300.33	17531.239999999998	14389.34	28394.840000000004
EC:2.7.2.4	28746.27	32627.120000000003	43971.740000000005	44721.31999999999	42601.52	26383.69	33378.22	38243.08	33712.6	41140.8	43530.21	39947.43	21868.870000000003	38864.91	21176.64	43075.66	34204.0	53458.04000000001	28685.22	29166.300000000003	69464.82999999999	32017.450000000004	51568.350000000006	25381.13	25142.09	69047.18000000001
EC:2.7.2.7	0.0	2244.5	0.0	4.0	167.0	20.0	1884.5	712.5	34.0	97.0	544.0	237.5	4417.5	15889.0	1042.0	14239.0	1856.5	2689.33	5338.5	8575.0	2159.5	10530.5	9403.84	3617.5	1605.0	2542.0
EC:2.7.2.8	8119.6	11156.27	5700.37	4820.62	8526.19	2828.34	11354.56	10083.91	12211.31	12821.12	16386.34	12085.03	12463.12	26304.06	8423.0	27606.44	12417.47	19025.46	15200.07	15998.2	24799.08	20519.31	21727.16	13253.34	10382.76	24877.41
EC:2.7.3.9	20721.27	23904.78	38326.37	39988.7	41315.77	24516.680000000004	27928.730000000003	30944.34	21673.12	28446.870000000003	28149.61	28164.23	11955.57	28020.710000000006	13901.5	27062.14	24697.73	9950.8	22919.87	22800.45	11674.5	25847.95	14715.41	14781.080000000002	13357.76	14752.42
EC:2.7.4.1	7919.0	11044.67	5765.17	4896.42	7530.09	2229.34	13185.66	10954.41	12060.31	12716.92	16056.94	11962.03	10916.35	24466.660000000003	7395.73	24579.57	13622.3	18678.33	14267.64	15295.42	24488.58	18238.29	21653.93	10808.31	10376.29	26913.18
EC:2.7.4.14	15563.27	21147.61	38319.37	39970.95	42677.02	24516.51	26139.9	26319.76	16706.48	23483.45	24155.01	22570.2	19675.07	34474.81	12324.23	34557.67	28638.259999999995	24115.300000000003	25016.53	25622.86	31015.09	32501.08	30089.83	23535.73	16957.18	31391.83
EC:2.7.4.16	5176.5	4981.17	158.67	208.42	74.42	1281.34	3972.66	3745.41	5047.31	5139.59	5522.77	5855.530000000001	4524.02	4083.74	4520.9	4523.5	4228.0	17373.83	2829.01	1536.7600000000002	21499.58	1867.5	16136.43	3342.15	5405.62	19148.42
EC:2.7.4.2	10384.77	11681.44	38146.7	39754.53	28084.26	22934.67	13270.240000000002	21097.35	11517.17	18024.2	15645.9	16207.67	753.6	1760.42	2447.67	2587.37	10940.46	3276.4700000000003	5677.860000000001	6377.450000000001	3510.34	3423.07	4356.4	5097.93	5230.8	4196.26
EC:2.7.4.22	15563.27	18985.61	38325.37	39977.95	35451.85	24409.01	21959.9	25658.26	16642.98	23321.12	22607.34	22316.7	14225.02	27853.96	10140.9	28026.97	22004.56	21884.800000000003	18880.7	20874.87	27570.92	23258.46	26300.33	17531.239999999998	14389.34	28394.840000000004
EC:2.7.4.23	5161.0	4928.67	29.0	28.75	23.25	49.0	3917.83	3712.58	5000.64	5130.42	5508.6	5838.530000000001	315.75	1631.33	4149.17	2007.67	1542.17	1975.08	2261.84	1303.42	1985.83	1422.67	393.67	841.58	1432.75	1126.42
EC:2.7.4.26	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:2.7.4.3	15563.27	18985.61	38328.37	39977.95	35451.85	24409.01	21959.9	25658.26	16642.98	23321.12	22607.34	22316.7	14328.77	27971.21	10163.9	28050.97	22011.56	21884.800000000003	18902.7	20878.87	27570.92	23258.46	26300.33	17531.239999999998	14389.34	28394.840000000004
EC:2.7.4.6	15474.27	16262.61	38319.37	39963.62	28075.68	24230.01	15231.9	23225.76	16547.48	23132.79	21104.67	22046.2	3067.42	5232.41	6957.17	5000.12	12613.46	16623.22	8373.869999999999	7706.710000000001	22259.67	5370.07	13484.49	5937.68	7415.67	22469.18
EC:2.7.4.7	9368.94	11695.95	12178.37	13184.95	12511.51	6427.68	18442.24	16389.61	12925.65	13499.12	18126.34	12862.37	12021.05	13246.71	11209.97	15914.97	17528.22	19361.14	16802.03	10576.62	25209.76	13759.03	17064.989999999998	12861.64	9832.59	26218.5
EC:2.7.4.8	22491.54	26451.050000000003	70145.37	74692.95	63055.11	46579.68	33351.14	40186.11	21207.65	33907.32	29011.74	32665.870000000003	14392.62	28517.960000000003	12239.57	28440.17	31653.52	24943.270000000004	23184.06	25462.07	30370.76	26023.78	30385.73	21835.67	18257.89	31876.1
EC:2.7.4.9	15563.27	16694.61	38320.37	39966.95	33955.68	24368.51	18604.9	25067.76	16576.48	23204.79	21271.67	22063.2	7875.42	8979.66	8116.17	8654.119999999999	15214.46	6988.22	10195.87	9027.71	7414.17	9257.57	9202.49	9786.18	7222.42	6271.18
EC:2.7.6.1	23334.54	29278.22	70966.56999999999	75162.15	64218.11	46626.68	36217.47	42434.94	21378.82	34136.99	30386.74	33052.54	18592.19	46420.59	14225.24	45594.69	36627.78999999999	27423.1	31571.730000000003	37079.74	32822.09	38296.52	35095.65	26810.5	21331.14	36239.77
EC:2.7.6.2	10386.77	13875.44	38169.7	39776.53	35327.43	23141.67	17240.24	21912.85	11598.67	18181.53	17084.57	16461.17	9787.2	11476.97	5775.9	11646.47	17600.559999999998	17524.300000000003	12102.69	11604.11	23617.34	13390.46	19171.24	11621.490000000002	8257.720000000001	24561.42
EC:2.7.6.3	8633.0	11073.17	6616.37	5425.280000000001	1213.59	2295.01	9888.66	12427.41	12126.31	12685.92	15411.94	11935.53	10824.05	20227.08	5670.63	22791.42	12499.0	27090.08	12272.34	13905.92	36176.83	14651.82	29387.43	11409.21	13376.08	37620.58
EC:2.7.6.5	28667.54	41189.05	81963.56999999999	84329.48	68095.12000000001	48181.85	46745.14	53367.11	35257.65	49173.31	51392.75	45087.87	29907.62	71872.48000000001	18948.96	76746.29000000001	50407.72	54381.850000000006	46748.05	56217.8	69385.51	60473.8	62088.07	39347.55	32595.9	73880.58
EC:2.7.7.1	5173.5	4971.17	31.67	33.42	24.42	1068.67	3906.66	3730.41	4999.31	5133.59	5509.77	5845.530000000001	575.66	1920.99	4170.0	2025.25	1606.0	2005.25	2348.01	1446.2600000000002	2218.83	1494.5	426.59	975.75	1469.08	1152.42
EC:2.7.7.12	16718.27	20188.61	42966.37	44675.62	40015.85	27754.84	22801.9	27500.26	17388.98	25282.12	23594.34	24124.7	7367.83	23743.38	9239.0	22590.89	20592.56	8250.720000000001	18221.7	20749.37	9153.67	21640.46	10852.99	12772.34	10941.05	10864.34
EC:2.7.7.13	10188.0	12030.67	299.0	398.5	6849.5	627.01	11035.33	8068.33	10015.86	10222.42	11958.45	11798.89	10130.26	25737.5	11355.87	23669.17	8728.17	30441.24	11940.17	12817.67	41068.58	16543.67	31223.6	9534.03	9796.25	41532.5
EC:2.7.7.15	0.0	8.5	0.0	7.0	0.0	0.0	330.0	72.5	35.5	0.0	0.0	0.0	347.5	13.5	6.0	357.5	0.0	11340.0	478.0	609.0	16704.5	1207.5	6871.5	24.5	1678.0	18610.0
EC:2.7.7.18	15550.77	18943.11	38308.7	39975.28	41172.68	23494.01	22722.07	25640.43	16638.31	23317.95	22606.17	22316.7	14807.61	28968.8	10417.07	28700.14	23906.73	21966.13	20504.53	21191.03	27784.42	24795.63	26631.16	18200.07	14790.22	28918.17
EC:2.7.7.19	5173.5	4971.17	173.67	212.42	85.42	1312.34	3972.66	3745.41	5050.31	5139.59	5522.77	5855.530000000001	3894.57	3881.24	4478.0	4437.0	3836.0	12129.5	2842.01	1517.7600000000002	15565.58	1606.5	10685.59	3287.75	5216.62	14330.92
EC:2.7.7.2	15563.27	18985.61	38322.37	39977.95	35451.85	24409.01	21959.9	25658.26	16642.98	23321.12	22607.34	22316.7	14643.02	28047.46	10194.9	28130.97	22389.56	23363.800000000003	18948.7	20889.87	28552.92	23340.46	28049.33	17579.239999999998	14395.34	28485.840000000004
EC:2.7.7.23	15563.27	18939.11	38317.37	39970.95	34122.68	24382.51	19834.4	25487.26	16601.48	23260.79	21765.67	22300.7	9538.09	22630.160000000003	8326.17	21018.120000000003	16041.96	5926.22	14915.37	16924.71	7045.67	17253.57	10821.49	12554.68	8671.42	8623.18
EC:2.7.7.24	6780.27	8001.610000000001	7475.2	9051.95	10297.68	2942.84	11176.570000000002	8170.43	5954.53	5944.95	8354.52	6921.56	11197.29	24578.48	9180.67	22910.44	12801.13	20763.79	17135.399999999998	16152.78	25490.92	19555.88	27749.34	10606.67	9993.76	24722.07
EC:2.7.7.27	18108.7	23759.370000000003	47584.67	48778.08	61546.3	38494.67	31364.460000000003	29632.41	12861.31	24124.31	19034.25	24619.53	20794.58	47799.57	12013.52	45367.49	28900.8	12052.35	27296.13	34972.8	13855.33	46025.22	23810.39	25435.79	17488.36	17416.559999999998
EC:2.7.7.3	15563.27	18985.61	38331.37	39977.95	35451.85	24409.01	23916.9	25775.26	16642.98	23321.12	22607.34	22316.7	14430.02	28226.96	10400.9	28109.97	22124.56	21973.800000000003	18958.7	20908.87	27619.92	23774.46	26300.33	17698.239999999998	14412.34	29057.840000000004
EC:2.7.7.33	0.0	2291.0	137.0	176.0	7181.34	359.67	2840.5	595.0	117.5	127.66	1192.34	272.5	4298.25	18866.92	2233.66	17773.5	6761.5	10688.0	8265.16	12450.32	14651.5	13897.31	11709.0	5883.32	3967.34	17642.32
EC:2.7.7.38	5173.5	4981.17	174.67	217.42	85.42	1320.34	3972.66	3745.41	5053.31	5139.59	5522.77	5855.530000000001	4216.02	3980.24	4542.4	4465.0	3843.0	24086.83	2800.01	1521.7600000000002	32623.58	1819.0	18970.93	3294.15	5936.62	31875.92
EC:2.7.7.39	2717.5	3951.0	5511.5	4583.0	387.0	753.67	4174.5	5026.5	6985.0	7404.0	9132.5	5817.0	1235.9	1696.4	492.4	2550.7	1122.6	19684.0	1936.8	2165.0	29451.5	1871.5	11651.5	800.9	3480.0	32825.6
EC:2.7.7.4	13042.5	13629.84	5826.5	4981.5	539.5	1327.68	9904.16	12393.16	17036.78	17676.84	20175.7	17528.06	3628.82	6710.16	8988.84	6377.84	4256.34	28001.82	6413.68	4238.84	38776.66	4585.34	22189.02	2716.16	5583.08	38131.5
EC:2.7.7.41	15563.27	18985.61	38465.37	40160.95	35512.85	24676.680000000004	22010.9	25673.26	16693.98	23327.12	22620.34	22337.7	14455.77	28016.21	10151.9	28030.97	22009.56	21884.800000000003	18885.7	20874.87	27570.92	23258.46	28596.83	17531.239999999998	14392.13	28400.840000000004
EC:2.7.7.42	5173.5	4971.17	170.67	205.42	85.42	1301.34	3972.66	3745.41	5050.31	5139.59	5522.77	5855.530000000001	1196.24	2572.99	4260.0	2082.25	1632.0	1998.75	2464.01	1446.2600000000002	2057.33	1439.5	426.59	880.75	1471.87	1402.92
EC:2.7.7.43	0.0	2433.0	120.0	167.0	213.0	218.67	1469.0	585.0	73.0	80.0	552.0	279.0	2681.75	14951.08	600.0	12699.0	1480.0	1115.33	5159.0	8058.0	1076.0	9215.17	7532.84	3026.0	1490.0	2427.0
EC:2.7.7.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:2.7.7.47	0.0	0.0	0.0	0.0	7.0	8.0	0.0	19.0	0.0	0.0	0.0	0.0	127.58	54.58	29.75	19.0	0.0	0.0	5.67	0.0	4.0	298.0	18.0	17.0	0.0	0.0
EC:2.7.7.49	0.0	17.0	0.0	0.0	0.0	0.0	1220.0	246.0	89.0	0.0	0.0	0.0	1102.5	674.0	313.0	810.0	122.0	14583.0	1252.0	1252.0	21348.0	2895.0	16039.5	163.0	2844.5	24399.0
EC:2.7.7.53	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	137.0	112.5	26.0	26.0	0.0	12.0	38.0	0.0	7.0	0.0	0.0	0.0	0.0	241.5
EC:2.7.7.56	5176.5	4999.17	170.67	207.42	127.42	1301.34	4501.66	3918.41	5059.31	5165.59	5559.77	5855.530000000001	3478.57	4696.49	5142.5	3840.25	1895.0	2125.75	2621.01	2069.26	2262.83	3766.5	738.59	3712.75	1529.87	1422.92
EC:2.7.7.58	5161.0	4928.67	9.0	19.75	8.25	10.0	3904.83	3712.58	4994.64	5130.42	5508.6	5838.530000000001	303.0	1594.83	4135.17	2027.42	1542.17	1975.08	2279.84	1303.42	1983.83	1422.67	396.42	841.58	1430.25	1126.42
EC:2.7.7.59	5173.5	4971.17	170.67	205.42	85.42	1301.34	3972.66	3745.41	5050.31	5139.59	5522.77	5855.530000000001	1207.9899999999998	2621.74	4258.0	2075.75	1632.0	1998.75	2437.01	1446.2600000000002	2057.33	1439.5	428.09	880.75	1471.87	1397.42
EC:2.7.7.6	62254.08	75942.44	153311.47999999998	159904.8	141807.4	97617.04	87901.6	102734.04	66568.92	93284.48	90429.36	89266.79999999999	54226.88	110497.84	40621.2	109805.13	85947.23999999999	73738.12	75290.8	83461.98	91880.43	92755.84	93545.98	67825.56	53654.61	95919.36
EC:2.7.7.60	8822.77	13905.61	12114.87	13135.95	10962.52	4662.01	16318.9	13963.76	12669.48	13261.45	17913.510000000002	12729.2	17394.22	41585.71000000001	10576.63	41349.3	15556.06	51156.8	24520.53	26954.200000000004	72144.25	34452.45	46168.83	17313.97	16907.34	78038.17
EC:2.7.7.61	5260.5	5239.17	30.67	22.42	936.42	1064.67	7488.66	6995.41	5022.31	5173.59	6042.77	5855.530000000001	1430.33	5246.07	5752.0	5159.75	3353.0	2109.75	2601.34	2622.26	2316.33	2874.67	743.59	2328.08	1831.08	3691.92
EC:2.7.7.62	5060.0	7026.0	159.0	220.75	7294.42	424.67	7788.5	4475.75	5029.47	5177.08	6849.27	6001.360000000001	8809.99	11239.509999999998	7250.73	10898.7	8289.2	16153.08	8654.0	6415.41	22195.0	11073.96	12944.84	7399.809999999999	4450.92	21807.24
EC:2.7.7.63	18930.77	20279.61	50892.7	53077.28	34313.51	23831.17	18736.07	30208.43	23508.31	30607.620000000003	30405.5	27892.2	9587.01	10057.58	8652.84	12613.71	18892.63	17703.8	12510.7	12404.37	24115.92	11823.08	16550.82	15283.009999999998	14113.8	25001.51
EC:2.7.7.65	15405.0	14717.01	300.2	422.45	131.75	460.34	11785.49	11111.74	14711.7	15178.76	16252.45	17251.73	1051.25	5006.58	12481.01	6061.01	4626.51	5931.24	6889.18	3910.51	5977.99	4268.76	1186.01	2524.74	4298.25	3620.76
EC:2.7.7.66	0.0	0.0	121.0	163.0	46.0	195.67	64.0	15.0	623.15	276.43	420.56	404.29	79.58	120.33	56.75	22.75	0.0	0.0	30.67	0.0	4.0	0.0	2.75	0.0	2.5	0.0
