chorismate biosynthesis I,4236.296686,6315.515163,5967.45883,27243.66651,30099.41343,27497.90194,2644.474483,2193.484529,23571.14781,31618.99255,10058.44264,13576.10095,11297.07834,10876.74941,24776.71168,22301.71529,21842.82277,27580.34574,19880.95097,29458.93701,10617.58942,11090.93062,11194.69819,9525.865807,30009.97752,25562.46581,21061.24697,23498.84286,4797.295823,26099.07153,17597.99257,21462.3644,31016.37042,20424.43612,28472.4779,34710.35738,18720.66663,15180.93113,12214.03879,10365.53943,9297.189111,12757.31149,19097.43601,31482.77988,11077.16743,12076.41511,4882.674923,6836.647928
superpathway of L-aspartate and L-asparagine biosynthesis,3847.224337,4517.17308,4623.718357,25422.33049,24592.43992,23936.7623,4541.144487,3822.830114,21291.40853,23699.37891,14796.50365,18715.61786,16217.26329,15479.06967,24399.68272,20096.64402,23791.04701,26980.78559,25830.31608,32586.118,15124.85335,15919.72654,15730.75143,13939.10352,30476.1768,24537.62756,22941.53115,27065.68289,6845.108723,23613.20738,21554.43222,22334.55119,28058.2601,29473.16451,23259.50338,28044.79759,23658.498,26985.55729,16846.43589,16926.83947,13399.26449,17186.60777,25751.71229,33265.14986,15189.05828,16300.94599,6773.198733,9595.917992
L-arginine degradation II (AST pathway),144.1757798,222.0927661,157.8643617,17582.10357,15217.13778,13670.70772,485.8311561,169.1205584,12473.12864,16601.84509,6807.886771,9713.192857,8167.952298,8079.633825,17651.89282,13273.30649,16140.79722,17910.02268,12056.48692,16136.50616,7581.815954,7683.559052,7410.138302,6795.413561,15779.98386,17392.02862,13584.26521,15940.16347,3476.5,17577.86592,12691.52969,14668.87406,19804.81485,1275.546299,736.4870802,2239.711709,1008.332498,987.8500466,8593.481863,4491.509752,6374.05876,9080.201422,11000.65454,20676.70783,7631.678642,8602.109256,1661.169134,3623.867344
biotin biosynthesis I,1940.26071,1749.273079,1754.526259,27008.34417,26369.8561,24664.03222,2125.302991,1582.875135,21957.69327,27522.51038,13447.91335,18402.97168,15426.84865,15206.24106,25907.40332,21396.94409,25205.78628,27882.28025,22781.36447,27027.87613,14529.93051,14926.94156,14659.74285,13171.81893,27157.17182,26124.13368,22498.85704,27253.68086,6723.006837,26025.47197,21255.73321,22521.8276,30596.28694,13893.21944,8515.831985,25303.45416,7538.273195,9498.618583,16124.96802,10970.8527,12542.0282,16842.17175,21442.38269,33034.41507,14457.78214,16077.94404,4698.639715,7949.181571
superpathway of branched amino acid biosynthesis,7065.006011,11406.87952,10800.44238,29363.58481,35274.00688,30377.80404,3597.066243,3016.44572,29356.61696,36385.07206,14571.8747,19389.75581,16154.76238,15497.98675,26756.13638,24043.1817,26091.4085,30569.61906,26814.05614,30503.05153,15002.83734,15553.85123,15439.33908,13649.79335,31391.73157,27830.74779,25195.39931,29868.0928,6752.390474,27328.4266,22032.32098,23524.65466,32741.2922,30142.19065,43232.43479,42139.05861,29826.09419,24023.75884,16494.6718,14745.72922,13078.10377,17176.93537,25107.77632,35210.86455,14867.94457,16173.66676,6100.68595,9010.473295
Calvin-Benson-Bassham cycle,13770.0791,18610.43493,18161.31842,35439.93818,41134.78879,35467.37292,11254.57828,9009.724961,36961.35443,41592.06255,34705.1239,42062.54161,35851.71448,36541.17102,33322.22198,28549.92777,37208.4559,37638.64859,43330.67474,48542.45131,34313.27172,40917.58947,41253.08696,36503.55528,43169.84301,33994.04183,34685.25336,45704.27465,18682.00846,32208.51355,34225.78437,30052.30611,38984.33637,43543.94022,55248.08937,44005.64114,47896.9262,38298.65337,38215.34261,34694.87787,34730.38954,40001.13824,43570.9787,45950.29747,34966.85931,38019.03711,21798.13463,27753.45575
catechol degradation to &beta;-ketoadipate,37.43589744,24.92737923,53.47767583,132.8164893,89.33270602,287.2161521,40.2988455,9.158976275,55.2850838,44.72619859,48.13024492,0.0,0.0,16.19740888,63.56378914,139.8850644,51.49425287,123.3822098,146.1652502,207.0952395,25.91489362,28.40553741,27.51549296,21.56333481,383.7830657,99.92653057,58.94689508,55.35390973,0.0,143.1067475,73.47117411,43.02216547,208.1575424,307.4786401,221.5434514,897.2708131,284.0737799,353.4570751,0.0,112.818631,7.18945177,2.634730539,136.6765174,185.0341081,31.19817956,28.59516745,486.7280862,92.49922033
benzoyl-CoA degradation II (anaerobic),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56,0.0,0.0,0.0,0.0
pyruvate fermentation to butanoate,261.6718948,452.7420305,508.7498234,1669.419523,1235.641657,3843.905688,320.7239886,247.3976358,1071.42204,598.5670127,389.5033044,202.1015003,334.4889153,99.17180213,757.8775736,1988.277743,325.2220778,1241.884623,1436.641928,2773.767689,264.445174,243.5709289,217.6374853,202.7871894,3227.185365,978.8397381,1065.410568,684.5774379,27.42812465,1526.914376,653.1342447,1147.650569,2081.191158,3907.944248,2747.678049,8037.386458,3539.30733,3624.896977,278.6417585,1095.549085,228.8422378,197.483919,1709.963229,1923.826945,225.4915549,166.0585352,344.9450718,310.4673819
"chlorophyllide a biosynthesis I (aerobic, light-dependent)",22.56007112,25.02522519,31.66648183,108.4697877,77.30309416,45.19937107,4.606924193,0.0,13.86580034,0.0,0.0,0.0,0.0,0.0,38.49555823,50.85936991,27.93336831,71.11466068,20.97255138,132.2782131,0.0,0.0,15.11945365,0.0,107.6175378,11.40034486,46.31195465,0.0,0.0,0.0,0.0,25.12353813,62.94089124,27.58027188,35.71812386,363.0906271,135.4270036,114.6443734,0.0,27.23916537,0.0,0.0,0.0,73.11360396,0.0,0.0,0.0,0.0
coenzyme A biosynthesis I,87066.63527,78183.95549,84567.44704,25517.65524,32414.28132,25702.20085,82603.3022,75346.34729,31265.18976,32408.84925,59227.41434,59653.13342,51984.13263,56888.3359,24488.13612,20373.46852,31008.47535,28020.3425,44122.26411,38644.9027,51233.62092,77489.49231,79152.53064,73091.62517,32599.56542,24889.37596,28617.6308,42150.40999,38199.94541,22480.01622,30873.28631,22299.8968,27165.50836,62516.31019,81325.10533,36801.28442,85207.52868,80043.64795,54542.76579,71590.36992,67640.09656,57139.02974,46490.44274,35073.72219,50912.27933,54269.60292,75936.2178,68815.0593
adenosylcobalamin salvage from cobinamide I,430.4545189,640.142578,598.0395409,19883.78514,16929.41112,17677.74936,823.1076231,441.8162099,13931.41548,17729.56639,7449.89711,10310.73941,8759.463257,8508.2231,19152.77967,15534.76509,17188.60613,19959.61887,13940.84551,19571.06147,8144.761836,8228.268594,7972.605027,7263.047417,19436.51143,18927.14041,15180.80359,17190.22397,3669.60104,19880.53796,13895.32064,16365.12052,22693.84046,5300.981117,3277.28341,11039.6673,4282.05244,4610.671506,9176.288006,5833.366628,6823.673155,9737.491306,13138.76297,23422.12474,8200.329384,9114.555671,2044.668446,4094.115413
reductive acetyl coenzyme A pathway,4.999858578,3.999899168,3.999906208,29.92856667,33.96350128,18.97834129,0.0,0.0,11.99592677,4.999193089,0.0,3.99983417,0.0,0.0,9.991265536,23.94138407,2.999679863,17.9806638,20.99257913,66.88592899,0.0,0.0,13.99862792,0.0,23.97756078,13.98411819,16.98938171,0.0,0.0,26.88038395,17.99029761,7.994785301,64.55185347,89.92771626,43.98800401,73.57452498,21.99697458,87.94874284,0.0,61.97088724,0.0,0.0,13.99714616,19.9842927,0.0,0.0,9.999363705,7.999514187
colanic acid building blocks biosynthesis,1629.778647,2247.99006,2158.599353,25047.63429,25295.87713,23954.77409,2551.598575,1810.000898,21574.4324,25789.29213,14694.52067,19244.43196,16514.90445,16160.56143,23731.01305,19955.44038,24228.61239,25985.23793,23893.72588,29675.58835,15451.12019,16358.72588,15966.67502,14468.29251,28090.62796,23992.21091,22100.67183,26926.08776,7276.532449,23585.71052,21200.07569,21006.49125,27877.25743,15018.15894,10056.9338,22563.69736,12332.15484,13784.25381,17204.37014,13016.49757,13595.97055,17952.20516,23196.55174,31187.01294,15515.77119,17018.76237,4607.442441,8722.380617
superpathway of aromatic amino acid biosynthesis,4800.329141,7116.10182,6736.443682,28596.40139,31685.16983,28757.46027,3005.217834,2493.999364,24805.84577,33307.52957,11163.81447,14931.01042,12439.19169,12030.68111,26041.34468,23388.75477,22970.45096,28972.73644,21137.10063,30722.59226,11711.51915,12368.18027,12485.69952,10643.62243,31338.86063,26869.69792,22112.55097,24693.6346,5364.173031,27395.55413,18486.26598,22527.26009,32537.29482,22006.77467,30644.16922,36294.82541,20303.7455,16780.19777,13443.31548,11553.37263,10375.28502,14040.24254,20410.47152,32997.78591,12201.13543,13293.52786,5518.377657,7679.295984
creatinine degradation I,28.65411618,31.40461445,39.77051052,81.11183789,52.23892334,153.8488128,9.816223824,19.87658017,23.4884258,44.66815791,0.0,0.0,0.0,0.0,43.51111654,108.8888763,50.993695,72.22221363,91.93570319,146.5540778,0.0,0.0,17.2680156,0.0,287.6658234,26.4464912,75.95952318,5.959325751,0.0,0.0,48.59170938,54.90082617,154.0861895,259.9732939,160.9512497,441.7619637,405.782671,154.5025895,0.0,133.0721613,0.0,0.0,138.1228523,47.25502341,0.0,0.0,11.86458117,0.0
L-lysine biosynthesis I,22285.75701,20620.91981,20051.61494,25972.04691,28901.70092,25634.47943,22139.61094,23721.59933,25773.893,29302.4166,24564.97674,29630.95312,25096.87656,25825.65638,24450.71078,20793.15684,27173.59437,27616.35549,30584.22812,27892.16606,24575.88541,30447.30932,31850.21044,26282.02671,27235.73467,24969.88058,24963.47657,32741.49157,13823.94023,23561.37976,24776.63996,21836.27782,28207.30295,33082.72422,37342.32797,34279.22965,21939.2172,31262.41458,28368.30063,27217.7656,25895.92309,29659.50606,31294.72796,33324.1029,26234.26036,28554.35499,30068.77645,24566.36449
nitrate reduction I (denitrification),16.85305592,29.69529893,12.55848631,148.4612246,81.49397043,338.3125038,0.0,20.76614699,50.87447473,47.80599555,17.30208651,0.0,20.19626574,2.776311752,66.86793915,233.603103,0.0,165.7011114,108.9195178,150.9925092,8.615384615,10.13457077,10.47927359,14.21807251,486.1149735,74.37523144,52.15130527,51.9475148,0.0,161.98023,73.80469352,63.2291694,169.5692747,578.7064851,223.4150968,803.1505488,308.1132085,413.2909819,11.63475184,108.1124935,16.94169417,9.768421053,120.1251136,184.892637,11.61551905,6.558558559,0.0,22.17897406
superpathway of purine nucleotides de novo biosynthesis II,94438.84706,84550.78213,91842.8397,28100.06443,35930.08412,27603.67175,89482.57075,81270.07522,34880.24589,35975.90125,65134.02409,65987.92678,57338.25226,62789.51664,27190.3236,22171.62775,34749.44013,30991.84483,48946.22322,33407.13172,56460.18873,85272.22511,86777.19984,80389.36839,30647.39406,27542.05767,31719.93944,46942.12349,41953.56748,24548.87857,34436.63125,24642.75908,29638.92158,64565.7997,85810.07739,37409.91216,75867.69551,85842.18038,60125.72905,78157.92178,74245.27728,62978.95517,51214.07111,38717.85214,55986.67742,59785.10819,82000.44349,74990.71212
glucose degradation (oxidative),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.87354488,0.0,0.0,0.0,0.0,0.0,0.0,22.12266171,0.0,0.0,0.0,0.0
dTDP-L-rhamnose biosynthesis I,8547.335624,8520.180525,7924.729847,7835.469203,6709.192311,13992.00936,8728.453606,9753.186469,4675.82131,4501.355583,3602.09422,2555.628127,2752.137866,2465.241618,4795.667784,9009.515887,2811.9568,7470.605562,7584.93979,25874.23821,3160.147459,4842.015209,6385.393226,3413.539302,21589.06832,5531.454272,6424.226762,5059.253942,1661.189866,7875.925784,4077.512515,6409.831727,11107.61802,23558.91391,22336.53446,26017.886,41568.91432,19700.83867,4736.635487,9616.648324,4113.905372,4747.655386,9856.079871,10638.79871,4844.551876,4684.347159,12285.26877,7178.077076
enterobacterial common antigen biosynthesis,809.935752,391.3253622,523.5990163,18993.63165,18126.32679,15326.5306,865.4549077,614.9752601,15129.9207,19380.13181,9355.823872,13184.50135,10929.70474,10894.60957,19081.79828,14316.04107,18670.43709,19710.59712,15214.45593,19647.4441,10336.90495,10663.60302,10306.12795,9389.098902,18424.26705,18891.26312,15893.93412,19605.88206,4891.285115,18359.64816,15250.1474,16018.0904,20897.66895,5283.730364,2574.321481,11151.59233,517.2229196,1973.155891,11559.36217,6298.1734,8905.804485,12216.23149,14252.93414,23300.08111,10411.91191,11666.0569,3029.94333,5469.159452
enterobactin biosynthesis,202.7111275,187.7085039,123.2593563,21888.74073,25512.28424,18118.69038,1596.81924,97.06737504,23565.10303,27124.95421,22712.09856,28917.65969,24458.98403,25193.44669,22167.802,16139.95804,26155.24589,23878.82109,27453.92619,27919.57502,23287.7645,26789.51986,26132.86538,24098.51202,23715.68438,22134.19658,22425.1629,31203.37363,12460.96587,19668.75099,23395.27381,18897.99228,22520.41456,705.5661094,308.3080593,1714.755974,485.8291651,325.4962769,25788.97045,16291.11529,22499.33303,27224.11605,26960.87292,28902.70377,23358.66093,25879.01556,8629.964766,14548.91616
fatty acid &beta;-oxidation I,2747.707706,3746.471329,3567.454373,37313.31398,37457.98548,33625.43657,1767.200476,964.3960534,30128.22523,39950.26003,14030.68323,19840.58242,16649.49225,16319.97559,36185.72521,29623.64853,33251.36765,37987.08687,26616.83897,36404.62533,15392.41773,15587.15598,15144.93671,13779.93127,37477.79972,36693.46771,28753.97072,33827.04039,7005.986026,36656.68359,26078.87331,30321.8762,42423.94306,12217.31886,17097.43708,19035.26807,13557.30575,9861.820448,17380.72736,11275.34094,13019.65803,18314.60639,24368.54936,43257.46941,15488.08023,17346.42943,4016.81065,7612.368849
fatty acid elongation -- saturated,99798.86538,89675.3831,97262.59437,33669.21539,41869.94541,33069.61261,94369.85361,85294.63163,39966.5904,42138.59133,70313.82775,71522.84892,62271.93839,67836.905,32190.84621,26574.41065,39477.49937,36633.9585,54461.3553,35480.22001,61151.09311,91286.73641,92918.94742,86239.96143,34404.99164,32680.83355,36189.61343,52494.51514,44940.59881,29864.94256,38737.75646,28996.27728,36096.05681,68869.69948,90869.41568,45434.19772,73178.06261,92038.56131,64705.21179,83558.28886,79671.40586,67786.98448,56442.88534,45114.4607,60305.29162,64391.84844,86063.49517,79670.63365
superpathway of fatty acid biosynthesis initiation (E. coli),2313.867751,1996.479459,1959.960933,25104.12987,25196.19499,23361.42631,2673.117133,1951.710273,20988.77392,26345.58525,13936.65549,18589.1341,15662.91249,15633.27269,23961.7648,20100.34339,23648.4592,26121.91158,22201.67583,25118.98318,14896.85557,15805.98562,15740.50416,14029.79038,25322.9503,24289.87074,21320.93131,25976.09427,7245.278499,23907.82866,20208.69125,20885.48108,28417.36115,15105.87589,9748.443716,25844.05295,8209.08058,10748.59485,16511.53478,11783.26783,13369.88312,17284.41256,21108.29815,30988.0709,14896.6044,16523.80338,5597.068253,8890.618677
mixed acid fermentation,12624.09559,13687.87533,13010.37216,36890.40438,40820.72482,34241.75745,11912.80919,10903.60665,34010.67357,42995.05885,19584.75475,25325.98453,21110.20732,21230.5405,35085.81346,29311.31644,33728.26471,38359.45462,32226.48091,45434.87367,20552.21471,23692.91978,24875.88128,20122.80065,40638.04518,35759.60805,30981.44806,37400.86808,10542.23593,35022.69888,27977.34642,30061.3461,40963.83237,31282.09853,43142.50759,28165.5926,45192.21543,25775.82287,24295.55363,20572.32936,20004.42544,25278.34493,30869.3883,44101.90781,22286.58315,24454.07083,19862.95339,18050.91505
superpathway of tetrahydrofolate biosynthesis and salvage,15839.56849,20256.14956,19576.81062,31335.4432,36485.61731,29987.99694,10016.59994,9019.456874,31973.66335,37667.64128,24863.37478,31255.49338,26183.47146,26400.35946,29852.09371,24881.45292,31923.34352,33216.40872,34159.54502,37176.40204,25056.94941,29132.86114,29675.43274,25447.88839,34714.17907,30348.46741,29282.95103,37791.63054,13109.10716,28787.38022,28155.34914,26263.87149,34244.62156,34828.5688,49215.5216,35539.52739,34023.64886,30752.88476,28360.13984,24948.5099,24570.63906,29533.87233,33913.32716,39727.09524,26008.08948,28296.15874,17038.26006,19874.88957
superpathway of fucose and rhamnose degradation,337.1897167,358.1141975,416.6262916,18122.6868,16491.19324,14433.80285,671.4272255,301.8356903,13425.823,17888.14023,7684.313142,10887.26723,9091.841422,8992.392099,18135.10298,13576.04374,17031.86699,18483.74471,13313.13949,16868.79605,8525.561284,8632.429729,8318.400003,7624.119368,16277.43867,17837.34891,14465.3248,17103.77981,3933.910342,17884.68546,13665.5658,15161.62669,20147.71353,3729.953458,2132.238421,5781.748956,807.736524,1872.510191,9531.65959,5199.42715,7183.273017,10105.98753,12369.07546,21704.62878,8533.006618,9575.980994,2156.50644,4257.474338
fucose degradation,340.8586508,305.2257479,384.2807649,17704.13438,15626.62103,13836.11914,616.3000828,432.9519108,12645.94122,16919.35888,6903.501445,9969.174704,8227.811233,8148.183553,17690.45347,13154.78958,16164.10077,17918.67747,12071.71031,16291.8714,7764.37204,7762.728886,7439.563264,6835.239241,15737.22809,17386.69066,13565.01442,15902.47231,3572.167007,17590.2878,12716.21719,14604.1804,19732.17011,4098.401873,2038.243084,9661.10169,507.0013745,1588.127693,8637.896132,4530.567317,6450.339642,9162.754951,11122.09842,20805.95509,7739.429957,8709.067753,2079.427017,3840.897364
superpathway of hexuronide and hexuronate degradation,895.8796529,1552.424552,1224.157224,20629.52984,19342.63409,17994.41214,2043.535477,1049.758391,15830.67391,20675.1671,10328.08614,13385.1858,11299.76178,11305.48614,20106.86264,16289.78951,18684.31044,21049.56559,15921.56594,19990.10023,10850.21175,12067.69439,12307.16832,10538.97365,19901.90891,20058.84871,16545.30301,19593.24673,5456.66121,20321.12892,15228.45695,17123.18984,23277.4008,7198.941206,5594.751732,9410.308875,5072.380115,6653.829536,12637.48165,9174.94034,10200.53273,13212.52862,16103.70325,25034.70302,11503.98351,12660.60599,5822.185005,7531.554556
D-galactarate degradation I,98.39797083,83.7611619,108.1827254,19860.12085,17199.20007,15283.37758,430.2975218,42.50098761,14204.00696,18874.33033,7769.065539,11079.3759,9258.053106,9179.824572,20017.08485,14773.06093,18390.7458,20179.31072,13513.68952,18069.11617,8650.330303,8766.316688,8412.435388,7737.16011,17588.20593,19687.49287,15277.22167,18060.8866,3977.788594,19874.05287,14409.2487,16493.03549,22132.89353,578.13765,323.1959378,1366.614052,484.8770589,525.07596,9770.201682,4842.496892,7260.358467,10330.10654,12481.5484,23373.5547,8700.638771,9810.908317,1837.717308,4106.069979
D-galacturonate degradation I,1332.741673,2015.641943,1866.979736,20646.30387,20053.47413,19110.26382,2472.428149,1563.458823,16281.39872,21058.19197,10118.51804,12973.04594,11019.31101,10927.72194,19653.62566,16697.38442,18091.4679,21028.29956,16273.23827,20472.18407,10544.17831,11755.69922,12004.9575,10244.20907,20652.94251,19813.54744,16564.71763,19300.43194,5252.36079,20070.14578,14880.15258,16958.78663,23295.19396,11578.66693,8389.490768,18150.2125,9016.923434,10166.41157,12333.39287,9906.30004,9910.30158,12819.25372,16478.21793,24902.09377,11207.03837,12251.95685,5313.041741,7372.853981
gallate degradation II,27.50877193,60.44720388,43.0,149.6808511,115.4059885,296.957333,51.79363522,63.72413793,50.25742574,41.20481928,66.7935368,17.0,33.0,19.0,97.34916865,178.8033171,64.17977528,175.6369515,174.4746079,251.7099028,15.0,47.02645503,25.0,54.14373717,332.6252101,115.5464893,150.1661159,93.65304303,0.0,230.8408334,42.06593407,86.3583815,280.2702486,438.5622516,221.1013969,1018.696058,352.8031381,384.7618887,50.44433443,180.4719881,29.1023622,9.0,111.2886124,165.8301251,19.48717949,3.428571429,18.02409639,24.96
gallate degradation I,27.50877193,53.36113481,43.0,149.6808511,115.4059885,289.1015073,51.79363522,59.93513514,50.25742574,41.20481928,52.63926941,17.0,33.0,19.0,83.36524853,165.2518669,60.91375117,175.6369515,153.6203752,206.6547875,15.0,34.32679739,25.0,44.38674033,278.8892113,115.5464893,138.0761195,93.65304303,0.0,189.5956838,41.24444444,86.3583815,253.702124,412.4519632,221.1013969,994.1419417,314.7805684,369.6708409,50.44433443,180.4719881,29.1023622,9.0,102.0449938,165.8301251,19.48717949,3.0,13.35714286,24.96
