,2,5,10,11,18,20,22,25,27,32,36,39,40,44,46
"garR, glxR; 2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60]",405.7,30463.79,33203.99,13707.1,32294.32,24199.97,15188.17,13617.67,34716.95,25412.53,1625.93,2251.08,17164.39,22250.06,15284.41
gbd; 4-hydroxybutyrate dehydrogenase [EC:1.1.1.61],2.2,1.4,0,0,0,3.4,0,0,0,0,4,4.4,0,0,1
"E1.1.1.67, mtlK; mannitol 2-dehydrogenase [EC:1.1.1.67]",136,327.5,102,111,102,385,65,55,237.5,173,703.5,941.5,56,450.5,70.5
idnO; gluconate 5-dehydrogenase [EC:1.1.1.69],5663.34,2325.4,1699.83,1515.11,810.65,2440.73,1244.93,1484.34,1721.87,1240.62,10011.34,9290.85,2298.18,4137.65,2300.95
fucO; lactaldehyde reductase [EC:1.1.1.77],65314.85,20938.26,20966.08,54973.6,28086.16,37932.93,47637.92,68595.17,20225.87,28000.03,45517.93,59979.13,50094.5,39038.65,46465.54
ttuD; hydroxypyruvate reductase [EC:1.1.1.81],187.9,536.63,181.5,158,178.5,662.3,102,80,400,286.5,1107,1743.97,91.94,737.5,107
E1.1.1.82; malate dehydrogenase (NADP+) [EC:1.1.1.82],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"leuB, IMDH; 3-isopropylmalate dehydrogenase [EC:1.1.1.85]",4946.05,25358,26708.32,7881.6,18012.57,16247.47,8383.34,7293,21083.78,14440.45,22929.31,11786.73,9300.3,14957.4,8313.54
ilvC; ketol-acid reductoisomerase [EC:1.1.1.86],4937.05,25280.33,26685.32,7850.6,17988.57,16209.47,8371.34,7271,21069.78,14397.45,22768.31,11519.4,9249.3,14802.4,8306.54
mvaA; hydroxymethylglutaryl-CoA reductase [EC:1.1.1.88],73809,13069.5,13547.5,49409,13251.5,27248.5,41137,63297,4620,15576.5,69102.5,66630.5,43541.22,30213,40870.5
E1.1.1.90; aryl-alcohol dehydrogenase [EC:1.1.1.90],264,55,21,148,32,162,188,211,34,0,281,389,104,174,142
gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94],75484.05,32145.33,32207.82,57284.6,30500.07,43031.47,49592.34,70654,24680.28,30186.45,79470.31,77555.4,52907.8,45356.4,49341.04
"serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]",10806.02,27730.43,28404.32,9467.28,18965.23,19027.58,9791.68,9081.66,23015.6,15784.95,33525.62,22482.34,11693.35,19483.74,10797.07
fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100],171826.06,82860.64,83713.83,124915.42,66547.05,98261.31,107471.95,153251.15,56857.04,66227.78,202690.83,181745.55,114093.94,102106.04,106593.9
tdh; threonine 3-dehydrogenase [EC:1.1.1.103],451.01,15704.26,16787.33,6990.93,16289.74,12716.36,7692.92,6860.5,17850.04,12975.69,1795.35,2329.46,8678.5,11616.48,7763.29
E1.1.1.122; D-threo-aldose 1-dehydrogenase [EC:1.1.1.122],173.5,421,171,149.5,155,580.5,70,103.5,364,256,943.5,1258,98.22,547,84
kduD; 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127],334.11,15566.86,16784.33,6946.53,16306.08,12505.95,7659.25,6878.33,17726.49,12910.05,1568.44,2171,8661.39,11569.39,7717.58
algD; GDP-mannose 6-dehydrogenase [EC:1.1.1.132],99,141,73,52,48,142,45,30,124,86,275,227,49,144,43
"rfbD, rmlD; dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]",6556.87,3961.9,2517,2041.18,1501.15,4511.58,1757.93,1918.5,3159.24,2269.09,18164.89,15483.08,2714.46,6146.25,2818.78
srlD; sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140],4933.36,30346.27,33784.16,14397.86,32303.41,23457.24,15867.5,14666,34353.74,25095.97,6224.36,4018.78,18847.34,22979.3,17046.58
allD; ureidoglycolate dehydrogenase (NAD+) [EC:1.1.1.350],29.75,14914.08,16475.33,6741.5,16040.66,11633.34,7541.92,6742.5,17109.91,12514.92,97.08,81.58,8511.84,10694.91,7577.29
"paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]",778.85,17025.95,17520.67,7320,16787.16,14412.54,7990.26,7101,18989.24,13792.93,4957.85,7109.78,9019.1,13862.41,7938.62
murB; UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98],75336.72,31860.33,32080.65,57175.6,30352.74,42708.13,49488.67,70590,24443.61,30023.12,78965.14,77081.4,52784.47,45075.4,49261.37
hdhA; 7-alpha-hydroxysteroid dehydrogenase [EC:1.1.1.159],57.75,14956.25,16461,6751.5,16035,11709.5,7518.25,6750.5,17130.25,12514.25,248.25,236.75,8494.5,10743.75,7581
"panE, apbA; 2-dehydropantoate 2-reductase [EC:1.1.1.169]",7893.12,30577.13,34133.75,7717.44,18557.98,15971.88,8140.6,7288.01,21490.04,13783.37,34350.99,9426.22,9080.37,13902.48,8122.62
DHDH; dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) [EC:1.3.1.20 1.1.1.179],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ribD2; 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:1.1.1.193],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dhaT; 1,3-propanediol dehydrogenase [EC:1.1.1.202]",0,5,0,3,0,0,0,0,0,4,5,0,0,4,13.29
"ygeS, xdhA; xanthine dehydrogenase molybdenum-binding subunit [EC:1.17.1.4]",94.18,15075.51,16520.16,6790.93,16078.66,11802.27,7565.25,6763.5,17216.37,12575.61,398.68,511.96,8541.17,10965.98,7591.83
"IMPDH, guaB; IMP dehydrogenase [EC:1.1.1.205]",75540.05,32233,32228.49,57302.6,30508.07,43206.47,49607.01,70698,24807.28,30290.12,79713.14,78074.73,52907.8,45497.4,49341.79
ghrB; glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215],62.18,14966.76,16472.33,6778.93,16082.08,11722.64,7547.25,6767.5,17148.87,12545.86,175.18,303.82,8503.17,10771.15,7588.29
E1.1.1.219; dihydroflavonol-4-reductase [EC:1.1.1.219],65.7,136.4,35.5,33.17,40.5,161.07,25,32.83,117.33,109.83,327.83,553.9,23.5,244.17,41
"E1.1.1.251, gatD; galactitol-1-phosphate 5-dehydrogenase [EC:1.1.1.251]",29.75,14892.08,16450.33,6741.5,16026.33,11606.67,7526.25,6742.5,17075.58,12492.25,29.75,37.25,8503.17,10657.58,7577.29
"araM, egsA; glycerol-1-phosphate dehydrogenase [NAD(P)+] [EC:1.1.1.261]",65,192.67,87,56.67,49,144.67,63,39.33,114.33,106.33,261.33,451.33,29.5,248.67,46
pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262],1286.01,17757.32,17747.83,7638.7,17085.07,15072.63,8145.84,7239.5,19636.74,14320.97,5955.35,8864.84,9197.8,14320.97,8254.2
idnD; L-idonate 5-dehydrogenase [EC:1.1.1.264],18.43,11.43,23,30.43,8,110.43,0,25,30.29,42.86,126.93,173.71,32,105.57,7
dxr; 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267],1595.05,18869.33,18562.32,7805.6,17161.57,15518.47,8405.34,7327,19919.78,14501.45,9903.81,10407.4,9340.3,14892.4,8409.54
bdhAB; butanol dehydrogenase [EC:1.1.1.-],66347.87,7963.24,5291.67,48989.34,12765.65,28775.74,40669.6,62449.34,4778.92,16602.76,54441.14,67693.9,42132.24,31266.91,39406.83
lldD; L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3],412.05,15856.66,17037.65,6963.26,16295.58,12433.17,7804.08,6885,17667.2,12909.53,2928.18,2944.37,8664.11,11580.65,7791.96
"LDHD, dld; D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]",174.7,527.07,163.17,163.5,183.5,657.4,108.67,78.5,403,289.17,1145.33,1738.23,79.94,749.5,106
GULO; L-gulonolactone oxidase [EC:1.1.3.8],0,0,0,0,0,0,0,0,3,4,12,21,0,0,0
glcD; glycolate oxidase [EC:1.1.3.15],595.95,16284.98,17014.83,7146.34,16582.82,13226.58,7861.59,6973,18283.58,13363.08,2787.75,3797.82,8852.05,12386.08,7849.5
E1.1.3.21; alpha-glycerophosphate oxidase [EC:1.1.3.21],20,56,57,14,23,37,0,6,72,26,116,179,15,77,11
XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"betA, CHDH; choline dehydrogenase [EC:1.1.99.1]",3941.28,22771.63,25120,7262.43,17351.75,14009.67,7764.25,6990,19416.54,13147.86,17636.18,5387.02,8718.72,12473.82,7822.29
L2HGDH; 2-hydroxyglutarate dehydrogenase [EC:1.1.99.2],0,0,0,0,0,0,0,0,0,4,12,0,0,0,0
"glpA, glpD; glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]",70120.4,45621.92,47308.9,62762.86,45858.07,53533.81,55878.59,75923.17,40936.48,41984.99,69008.06,70197.2,59245.14,53153.88,54629.74
glpB; glycerol-3-phosphate dehydrogenase subunit B [EC:1.1.5.3],250.35,15405.26,16788.65,6825.76,16074.58,11770.52,7698.08,6791.5,17291.53,12563.2,1651.67,1321.64,8577.67,10816.65,7690.29
glpC; glycerol-3-phosphate dehydrogenase subunit C [EC:1.1.5.3],250.35,15405.26,16788.65,6825.76,16074.58,11774.52,7698.08,6791.5,17293.53,12563.2,1662.67,1329.64,8577.67,10816.65,7690.29
exaA; alcohol dehydrogenase (cytochrome c) [EC:1.1.2.8],34.2,91.4,47.5,41,22.5,101.9,18,22,62,34.5,220.5,318.9,11.72,134.5,23
mqo; malate dehydrogenase (quinone) [EC:1.1.5.4],10540.68,35971.43,41938.5,7249.43,18974.58,14567.93,7737.92,6906,21356.87,12864.03,45372.57,6068.51,8659.67,11886.65,7652.58
gcd; quinoprotein glucose dehydrogenase [EC:1.1.5.2],559.18,15686.76,16895.83,7097.6,16338.58,12659.81,7833.25,6933.83,17864.2,13079.69,1883.51,2379.32,8762.67,11857.82,7837.29
gfo; glucose-fructose oxidoreductase [EC:1.1.99.28],183,212.33,130,93,80,272,75,66,250,173,442,644.67,68,292,71
"frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]",3951.78,22632.3,25075.17,7145.93,17318.25,13782.42,7736.92,6963.5,19357.54,13113.03,17319.57,5233.85,8742.44,12172.32,7776.29
FDH; formate dehydrogenase [EC:1.17.1.9],9.7,10.73,0,21.5,6,68.9,0,12.5,11,12,20.5,139.07,0.22,7,1
"fdoG, fdhF, fdwA; formate dehydrogenase major subunit [EC:1.17.1.9]",4409.59,68605.34,75430.96,27515.98,65500.65,48910.21,30685.33,27201.83,70913.09,50774.14,20482.37,7586.43,34340.73,44522.67,30733.37
"fdoH, fdsB; formate dehydrogenase iron-sulfur subunit",610.25,16158.56,17098.65,7048.76,16341.58,12774.82,7848.08,6881.5,17935.2,13049.03,3443.68,3864.77,8705.83,11826.65,7851.96
fdhB; formate dehydrogenase (coenzyme F420) beta subunit [EC:1.17.98.3 1.8.98.6],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fdsD; formate dehydrogenase subunit delta [EC:1.17.1.9],119.2,330.4,133,100,111,399.4,55,44,245,186,802.5,1101.4,51.22,474,78
"fdoI, fdsG; formate dehydrogenase subunit gamma",586.25,15998.23,17073.65,7034.76,16312.08,12670.32,7836.08,6881.5,17828.2,13010.03,3316.68,3557.6,8687.83,11693.65,7845.96
ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],11710.1,24261.88,26957.1,1562.84,4192.75,7347.29,818.6,704.16,7180.74,2421.43,54696.92,16793.19,780.79,5671.09,745.83
E1.2.1.5; aldehyde dehydrogenase (NAD(P)+) [EC:1.2.1.5],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"betB, gbsA; betaine-aldehyde dehydrogenase [EC:1.2.1.8]",3673.58,22022.23,24861,7014.93,17085.75,13121.77,7612.25,6858.5,18792.54,12789.86,15979.18,3151.62,8579.72,11506.82,7659.58
gapN; glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9],4861.17,499,837,908.67,221.83,222.83,817.67,1181.67,139.5,79.17,6093,3789.17,1827.83,1586.5,1881
E1.2.1.10; acetaldehyde dehydrogenase (acetylating) [EC:1.2.1.10],2.17,6,5.33,4.67,4.16,13,2.67,2.67,7.5,7.67,14.5,29.17,1.83,14.83,1.83
asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11],75638.05,32342.33,32293.82,57316.6,30538.07,43344.47,49610.34,70692,24871.28,30333.45,77163.81,77251.4,52954.02,45570.4,49372.33
"GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]",79260.86,54656.76,57434.49,64276.96,47654.32,56206.23,57247.26,77502.5,43587.61,43066.34,95717.81,81173.8,61548.8,57019.79,57011.62
gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20],9538.31,24590.09,26745.83,8646.53,18050.58,15743.89,8986.25,8549.33,20612.49,14045.55,29012.5,14036.43,10849.61,15707.89,10070.08
prr; aminobutyraldehyde dehydrogenase [EC:1.2.1.19],50.18,14948.09,16465.66,6751.93,16048.41,11665.02,7537.25,6742.5,17119.2,12515.86,78.18,90.96,8511.84,10707.48,7577.29
aldB; aldehyde dehydrogenase [EC:1.2.1.-],352.38,15546,16816.67,6944.93,16275.08,12534.79,7649.59,6822.5,17706.37,12943.2,1633.9,2362.88,8617.89,11518.65,7701.79
"mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]",774.94,1540.38,848.16,383.5,438.16,1723.16,424.51,241.67,1141.83,845.85,4293.05,4924.06,299.05,1637.83,330.08
xylC; benzaldehyde dehydrogenase (NAD) [EC:1.2.1.28],7.5,0,3,14.5,0,21.5,0,12.5,3,4,18,33,0,7,6.29
argC; N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38],4943.25,24944.73,26399.82,7826.6,17995.07,16217.87,8380.34,7279,21087.78,14442.45,22847.31,11719.8,9258.8,14896.4,8326.04
feaB; phenylacetaldehyde dehydrogenase [EC:1.2.1.39],48.95,14937.4,16478,6750.5,16047.08,11676.32,7530.92,6742.5,17111.58,12525.67,164.08,171.98,8503.17,10716.58,7578.29
proA; glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41],71726.05,24303,23306.32,56908.6,29232.57,41297.47,49371.34,70469,22685.95,29657.28,58455.32,72432.06,52629.8,44077.9,49087.21
fdhA; glutathione-independent formaldehyde dehydrogenase [EC:1.2.1.46],16,66,43,9,8,94,12,8,51,43,164,167,18,89,0
gap2; glyceraldehyde-3-phosphate dehydrogenase (NAD(P)) [EC:1.2.1.59],0,29,0,0,0,0,0,0,0,7,0,0,0,0,0
"hpaE, hpcC; 5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase [EC:1.2.1.60]",10.5,44.58,31.33,23.5,30.08,85.42,11,12.5,37.33,34.75,54,82,8.67,48.33,6.29
E1.1.1.306; S-(hydroxymethyl)mycothiol dehydrogenase [EC:1.1.1.306],0,8,21,0,8,39,0,0,18,17,33,32,0,34,0
E1.2.1.68; coniferyl-aldehyde dehydrogenase [EC:1.2.1.68],261.2,458.4,208.5,131,185.5,628.9,97,85,455,288.5,1080,1525.9,115.5,571.5,94
poxB; pyruvate dehydrogenase (quinone) [EC:1.2.5.1],93.51,15049.59,16537.25,6797.43,16089.66,11911.73,7546.92,6785,17244.37,12640.86,491.09,614.16,8536.72,10910.15,7606.79
"E1.2.3.3, poxL; pyruvate oxidase [EC:1.2.3.3]",3615,6762,8286,257,975,988,161,167,1409.5,83,17916.5,3073,152.22,387,101
"PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]",74633.23,15254.97,14707.84,50081.17,14008.83,29630.81,41618.34,63689.83,6254.5,16796.83,70304.95,70944.63,44036.21,32844.67,41325.17
"PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]",74614.23,15199.97,14675.84,50040.17,13994.83,29577.81,41604.34,63672.83,6212.5,16771.83,70217.95,70799.63,44036.21,32808.67,41325.17
aceE; pyruvate dehydrogenase E1 component [EC:1.2.4.1],488.75,15796.06,17029.15,6957.76,16259.58,12513.86,7794.08,6862.5,17756.2,12978.53,2833.68,3071.63,8626.89,11449.15,7759.96
"OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]",4466.88,23955.5,26070.99,7459.43,17651.91,14650.97,8127.42,7128.83,20065.7,13667.86,19987.07,7915.89,8986.94,13091.32,8028.13
"BCKDHA, bkdA1; 2-oxoisovalerate dehydrogenase E1 component alpha subunit [EC:1.2.4.4]",3768.33,7765,8818.34,379,1226.33,1691.34,230.34,200,1933.67,446,16347.56,3687,243.33,1073,171.67
"BCKDHB, bkdA2; 2-oxoisovalerate dehydrogenase E1 component beta subunit [EC:1.2.4.4]",3768.33,7773,8823.34,379,1226.33,1705.34,230.34,200,1942.67,452,16365.56,3704,243.33,1086,171.67
porA; pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1],42,36.5,12,41,27,145,29,24,55.5,69,245.5,388.5,30.5,236,24
porB; pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1],42,36.5,12,41,27,143.5,29,24,55.5,69,242.5,388.5,30.5,236,24
porD; pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1],42,36.5,12,41,27,136.5,29,24,46.5,64,226.5,380.5,30.5,236,24
porG; pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1],42,36.5,12,41,27,145,29,24,55.5,69,245.5,388.5,30.5,236,24
"korA, oorA, oforA; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]",4431.67,9551.33,9702.17,1004.84,1849.83,3656.5,622.84,499.5,3407.49,1620.01,19779.7,8997.18,690.33,3586.17,627.66
"korB, oorB, oforB; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]",4431.67,9551.33,9702.17,1004.84,1849.83,3656.5,622.84,499.5,3407.49,1620.01,19783.7,8997.18,690.33,3586.17,627.66
"korD, oorD; 2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]",498,1380.33,584,433.5,455.5,1410,292.25,234.5,1045.58,787.92,2505.24,3875.34,360.75,1810.25,352.33
"korC, oorC; 2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3]",498,1380.33,584,433.5,455.5,1410,292.25,234.5,1045.58,790.92,2520.24,3877.34,360.75,1810.25,352.33
"iorA; indolepyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.8]",196.5,492.83,197.75,140,121.25,492.25,102,85,370.83,269.67,977.24,1280.34,92.5,530,72.83
"iorB; indolepyruvate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.8]",196.5,492.83,197.75,140,121.25,492.25,102,85,370.83,269.67,981.24,1280.34,92.5,530,72.83
"K00183; prokaryotic molybdopterin-containing oxidoreductase family, molybdopterin binding subunit",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"K00184; prokaryotic molybdopterin-containing oxidoreductase family, iron-sulfur binding subunit",341.33,776.83,365.67,215.67,324.83,956.01,188.67,138.33,789.5,496.16,1479.5,2334.67,220.33,930.17,158.17
"K00185; prokaryotic molybdopterin-containing oxidoreductase family, membrane subunit",341.33,775.5,362.67,215.67,324.83,949.01,188.67,138.33,789.5,496.16,1473.5,2326,220.33,930.17,158.17
"vorA; 2-oxoisovalerate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.7]",0,2,0,0,0,0,0,0,0,0,7,11,0,0,0
"vorB; 2-oxoisovalerate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.7]",0,2,0,0,0,0,0,0,0,0,7,11,0,0,0
"vorD; 2-oxoisovalerate ferredoxin oxidoreductase, delta subunit [EC:1.2.7.7]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cdhA; acetyl-CoA decarbonylase/synthase complex subunit alpha [EC:1.2.7.4],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cdhC; acetyl-CoA decarbonylase/synthase complex subunit beta [EC:2.3.1.-],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
