function	071A	077A	091A	100A	101A	218A	219A	220A	224A	242A	245A	246A	248A	073A	075A	081A	083A	085A	088A	097A	105A	106A	107A	215A	226A	227A	228A	235A
EC:1.2.1.22	9318.08	828.25	7768.0	23561.1	17366.86	3238.08	4612.5	6080.75	13517.75	19840.5	2207.25	4573.25	20000.75	170.75	101.25	1053.0	1465.0	1776.74	1878.75	1183.36	629.5	82.0	29.75	155.75	3140.75	3201.75	3306.0	1641.75
EC:1.2.1.24	19.75	8.25	4061.49	5700.6	6039.87	1679.83	4422.51	2182.76	2181.74	2132.49	922.24	1558.75	1241.76	19.75	19.25	418.0	669.0	591.74	1436.75	1074.36	556.51	19.0	12.75	2.75	3513.75	3765.74	3704.01	1712.75
EC:1.2.1.27	547.87	173.17000000000002	182.83	479.87	466.72	1019.57	189.58	61.08	17.67	55.5	39.17	30.33	26.17	62.84	218.5	1015.83	1478.5000000000002	2061.31	242.84000000000003	2202.7200000000003	406.33	359.34000000000003	362.41	63.0	434.91	209.0	50.83	730.67
EC:1.2.1.28	174.0	46.0	51.0	232.85	224.86	123.5	15.0	0.0	0.0	9.0	0.0	2.5	0.0	12.0	22.0	427.0	669.0	621.99	40.0	1080.86	18.0	37.0	17.0	0.0	15.0	8.0	0.0	0.0
EC:1.2.1.3	14455.0	1864.5	8205.0	28000.5	17739.0	19349.02	2396.0	22799.620000000003	5329.58	5961.75	8913.5	9588.79	5867.0	4862.5	1948.5	1098.0	1610.0	2216.75	2698.5	1335.34	758.25	1228.2	193.5	9327.0	572.15	272.0	14.0	114.0
EC:1.2.1.32	0.0	0.0	0.0	0.0	0.0	14.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.2.1.38	4983.62	8576.19	11405.56	16399.34	12102.03	26349.06	8431.0	27625.44	19025.46	24799.08	13253.34	10422.76	24887.41	7950.59	3306.55	1457.88	1887.5	2161.02	4211.64	3924.9	1634.65	1253.99	492.86	15537.68	4243.63	4081.11	3552.67	1839.75
EC:1.2.1.39	345.75	100.25	4040.83	5534.6	5872.530000000001	1599.66	4118.92	2004.67	1975.08	1987.83	841.58	1432.75	1126.42	43.75	63.25	432.0	669.0	661.74	1468.75	1092.36	579.17	93.0	46.75	2.75	3215.75	3374.08	3434.67	1624.75
EC:1.2.1.4	166.0	50.0	68.0	13.0	17.0	181.5	40.0	0.0	0.0	4.0	0.0	2.5	0.0	12.0	22.0	7.0	0.0	35.0	40.0	12.0	18.0	40.0	17.0	0.0	15.0	8.0	0.0	0.0
EC:1.2.1.41	35393.619999999995	35064.85	17785.4	13474.839999999998	16499.7	25961.31	9671.5	25439.27	19638.47	25425.42	16682.34	12036.34	25685.24	44791.09	41214.880000000005	30952.88	28680.5	24814.69	33226.64	30856.57	34253.32	33537.99	39094.53	21340.19	23039.79	16972.280000000002	15227.5	23579.42
EC:1.2.1.43	0.0	0.0	0.0	0.0	0.0	30.5	12.5	0.0	6.0	7.0	0.0	0.0	244.5	672.0	0.0	0.0	32.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	6.5	0.4	0.0	0.0
EC:1.2.1.46	163.0	46.0	64.0	13.0	17.0	43.5	8.0	0.0	0.0	4.0	0.0	2.5	2.0	12.0	22.0	7.0	0.0	35.0	40.0	9.0	18.0	37.0	17.0	0.0	0.0	0.0	0.0	0.0
EC:1.2.1.5	0.0	0.0	0.0	0.0	0.0	27.83	5.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.2.1.54	166.0	46.0	64.0	13.0	17.0	121.0	24.0	12.0	0.0	4.0	0.0	2.5	6.0	12.0	22.0	7.0	0.0	35.0	40.0	9.0	18.0	37.0	17.0	0.0	40.0	0.0	0.0	0.0
EC:1.2.1.58	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.2.1.59	0.0	0.0	0.0	0.0	0.0	4.5	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.2.1.60	166.0	46.0	170.82999999999998	368.6	370.53	160.07999999999998	173.42	87.67	103.33	74.33	40.33	63.0	57.67	12.0	22.0	425.0	669.0	621.99	73.75	1077.86	24.67	37.0	17.0	0.0	149.0	209.83	134.67	44.0
EC:1.2.1.68	174.0	50.0	64.0	13.0	17.0	629.5	136.0	26.0	0.0	22.0	0.0	34.79	6.0	12.0	22.0	9.0	0.0	35.0	40.0	9.0	18.0	37.0	17.0	0.0	74.25	39.0	0.0	30.0
EC:1.2.1.70	4809.62	796.09	8254.16	15269.94	11901.53	18297.74	5617.83	17149.75	2695.25	3713.33	4895.41	4566.54	4780.58	1725.09	1393.75	988.83	1262.5	2005.07	2185.09	1574.2	1317.5	796.34	427.16	4394.25	3925.49	3764.48	3511.5	2428.42
EC:1.2.1.71	182.75	54.25	4129.49	5713.6	6056.87	1852.66	4445.26	2186.76	2181.74	2136.49	922.24	1574.75	1241.76	31.75	41.25	425.0	669.0	626.74	1476.75	1086.36	574.51	56.0	29.75	2.75	3547.5	3765.74	3704.01	1712.75
EC:1.2.1.72	182.75	54.25	3968.83	5521.6	5855.530000000001	1801.83	4132.17	2022.42	1975.08	1985.83	841.58	1448.75	1132.42	31.75	41.25	425.0	669.0	626.74	1428.75	1083.36	561.17	56.0	29.75	2.75	3259.0	3374.08	3434.67	1624.75
EC:1.2.1.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.2.1.76	7.0	0.0	74.0	0.0	0.0	15.83	0.0	0.0	609.33	396.0	55.0	12.0	0.0	9.0	156.0	4.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0
EC:1.2.1.77	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.2.1.79	13406.75	3554.51	11713.07	16102.35	12498.06	4512.09	6766.9400000000005	4563.42	3138.55	3523.17	3061.11	3532.84	4268.41	5254.75	3202.38	3050.8	3153.0000000000005	2711.5999999999995	4977.55	3391.76	2753.24	2614.8	3440.12	130.19	3590.35	3509.38	3604.67	1710.75
EC:1.2.1.8	4933.75	506.25	5906.0	14790.95	11796.72	2673.41	4349.25	4039.75	2024.75	2548.5	1502.25	2647.04	1770.75	95.75	92.25	1164.0	1736.0	1823.73	1681.75	2211.2200000000003	572.5	106.0	47.5	69.75	3121.0	3206.75	3300.0	1633.75
EC:1.2.1.80	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.2.1.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.2.1.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.2.1.85	0.0	0.0	0.0	0.0	0.0	14.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.2.1.87	5.0	160.67000000000002	105.0	224.52	223.86	786.88	324.08	206.6	137.5	154.0	250.66	92.67	60.66	208.0	31.0	422.0	669.0	586.99	11.5	1093.03	0.0	13.6	0.0	32.0	24.2	0.0	2.0	0.0
EC:1.2.1.88	4788.42	472.42	5922.16	14655.27	11672.53	4081.99	4722.0	4278.25	14109.08	19745.33	1591.75	3420.87	19654.92	744.59	224.75	909.83	1240.5	1984.07	2027.59	1734.03	988.5	324.34000000000003	343.16	1063.25	3800.99	3670.08	3507.5	2435.42
EC:1.2.1.9	760.0	193.0	242.0	90.0	51.0	77.0	35.0	75.0	67.0	74.0	73.0	104.5	37.0	4432.0	2939.0	1464.0	1246.0	606.0	3224.0	1053.0	2029.0	2298.0	2947.0	358.0	1507.5	1318.0	287.0	1851.0
EC:1.2.1.91	19.75	8.25	3889.33	5468.85	5793.530000000001	1712.08	4176.17	2015.67	1975.08	1983.83	841.58	1432.25	1129.42	19.75	19.25	418.0	669.0	591.74	1379.0	1074.36	543.17	19.0	12.75	2.75	3242.75	3374.08	3448.67	1630.75
EC:1.2.3.3	12963.0	3225.26	6434.24	10294.9	6364.67	1391.67	2421.67	2470.77	1171.47	1511.34	1692.93	2076.8	1885.26	718.0	156.13	672.8	486.0	881.87	299.8	133.87	112.07	187.8	388.87	122.94	130.60000000000002	32.6	156.0	67.0
EC:1.2.4.1	80244.48	56618.94	27332.140000000003	36853.57	38321.87	10793.24	10816.84	10533.99	8997.69	9429.01	19236.61	12063.97	8170.94	73868.59	76410.01	60844.43	55549.5	48777.810000000005	60973.19	55458.44	66103.64	64290.94	77707.9	12652.13	41218.02	29231.08	26809.5	44695.42
EC:1.2.4.2	4781.42	472.42	5922.16	14655.27	11672.53	3392.74	4637.0	4198.25	2147.75	2677.33	1587.75	2736.87	1862.42	782.5899999999999	222.75	895.8299999999999	1238.5	1984.07	1794.59	1169.03	913.5	320.34000000000003	340.41	139.25	3707.49	3603.58	3499.5	2420.42
EC:1.2.4.4	9496.0	888.0	4005.0	18291.0	11668.0	2626.25	832.0	4333.0	11648.0	17935.0	1412.0	3215.0	18947.0	762.0	104.0	656.0	829.0	1220.0	793.0	924.5	111.0	104.0	36.0	5936.5	296.66	64.0	20.0	85.0
EC:1.2.5.1	19.75	8.25	3904.83	5508.6	5838.530000000001	2049.83	4222.17	2093.67	22110.41	31146.83	849.58	2653.75	31489.92	19.75	19.25	418.0	669.0	591.74	1388.75	1315.86	649.17	19.0	13.5	185.25	3339.08	3418.58	3454.67	1660.75
EC:1.2.7.1	8343.75	33569.68	14588.070000000002	8693.67	6954.200000000001	50379.98000000001	12980.169999999998	49047.77	20724.13	27312.92	36848.67	17141.72	33558.57	17423.75	8444.880000000001	1183.8	1885.0	1075.36	4909.05	4583.9	1923.49	2960.4	572.12	22282.19	4896.38	4184.68	3703.67	1695.75
EC:1.2.7.11	9196.66	12865.0	5900.0	18367.0	11634.0	13436.5	3711.8	18408.0	56370.32	76533.0	17835.8	19240.0	74607.0	9243.0	3086.0	802.0	1472.0	1209.0	3492.0	4603.34	1217.0	1066.0	142.0	34178.0	1616.0	386.6	60.0	188.0
EC:1.2.7.3	9214.66	24423.0	7848.0	18469.0	11634.0	22868.5	5816.6	27852.5	81466.48	110254.5	29108.6	27910.5	107302.0	15330.0	5961.0	948.0	1831.0	1263.5	5095.0	6943.34	1849.5	1936.0	277.0	51622.0	2729.0	573.2	108.0	262.0
EC:1.2.7.4	5.0	0.0	0.0	0.0	0.0	317.63	70.5	29.6	38.0	24.0	205.5	0.0	4.0	53.0	2.0	18.0	11.0	14.0	3.0	6.0	34.0	92.6	32.0	9.0	54.2	0.8	2.0	0.0
EC:1.2.7.5	3.0	0.0	0.0	0.0	0.0	62.0	6.0	8.0	6.0	330.0	200.0	0.0	3.0	1344.0	0.0	0.0	62.0	0.0	12.0	0.0	0.0	0.0	0.0	196.0	12.0	0.0	2.0	0.0
EC:1.2.7.7	0.0	0.0	0.0	0.0	0.0	31.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.2.7.8	70.0	11493.0	3544.0	296.0	63.0	6143.0	1309.0	3723.0	27103.66	38240.0	3415.0	6446.0	41177.0	3780.0	2463.0	80.0	124.0	34.0	970.0	1623.0	293.0	670.0	68.0	1575.0	586.0	111.6	4.0	30.0
EC:1.2.98.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
EC:1.2.99.2	72.0	18516.5	3415.5	1093.85	214.86	10813.72	3688.0	10245.3	2473.5	3035.5	9493.0	3100.0	3740.0	7901.5	3715.0	923.0	1152.0	758.99	1364.5	2299.86	75.0	1051.8	212.0	1927.5	911.6	367.8	96.0	37.0
EC:1.2.99.5	0.0	0.0	62.0	0.0	0.0	431.5	278.5	99.0	710.33	445.0	114.0	23.0	0.0	0.0	0.0	4.0	1.0	0.0	8.0	16.01	0.0	5.0	0.0	32.0	0.0	0.4	4.0	0.0
EC:1.2.99.7	0.0	0.0	0.0	0.0	0.0	9.0	3.0	8.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	2.0	0.0
EC:1.2.99.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.20.1.1	0.0	0.0	0.0	0.0	0.0	40.33	5.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.20.4.1	49559.7	36336.1	30621.730000000003	46453.08	39834.66	31757.53	15108.17	34771.89	16042.88	18869.25	19996.92	18926.63	19355.26	48791.84	44374.130000000005	34116.630000000005	31863.93	28020.43	38640.14	33404.78999999999	36792.49	35934.74	42091.28	21878.94	28246.54	21748.26	19032.17	27197.17
EC:1.20.4.3	0.0	0.0	0.0	0.0	0.0	44.0	9.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	10.0	6.5	0.0	0.0
EC:1.20.9.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.21.4.1	6.65	0.0	1650.0	0.0	0.0	635.0	211.0	1869.5	0.0	1402.5	887.5	5240.0	6050.0	72.5	50.0	90.0	0.0	40.0	390.0	352.5	170.0	350.0	160.0	686.0	205.0	0.0	0.0	0.0
EC:1.21.4.2	8300.99	2786.26	4228.74	1162.4	547.6700000000001	1137.93	2371.27	2227.5	999.47	1944.84	1649.0300000000002	6163.8	6817.66	1085.5	137.13	172.8	334.5	333.37	433.3	378.37	383.07	1081.8000000000002	570.87	2219.94	337.1	10.8	127.0	0.0
EC:1.21.4.4	1.33	0.0	330.0	0.0	0.0	207.0	50.0	375.5	0.0	379.5	237.5	1048.0	1210.0	14.5	10.0	18.0	0.0	8.0	78.0	70.5	34.0	70.0	32.0	196.0	41.0	0.0	0.0	0.0
EC:1.21.98.1	0.0	0.0	0.0	0.0	0.0	254.25	42.0	105.0	1485.0	992.0	48.0	8.0	334.5	0.0	0.0	0.0	0.0	0.0	0.0	12.67	0.0	13.0	0.0	0.0	38.0	11.4	10.0	5.0
EC:1.3.1.1	211.5	73.5	7877.66	10511.0	11188.34	3125.0	8225.84	4029.34	15290.16	20622.66	1738.16	3559.0	19792.84	60.5	216.5	11.0	0.0	44.5	2798.0	31.0	1179.34	75.0	42.5	5.5	6466.5	6738.16	6869.34	3249.5
EC:1.3.1.10	39533.62	28090.68	15220.9	21104.67	22046.2	4723.59	6812.67	6893.0	19103.300000000003	23942.92	8277.68	10519.92	22512.58	35249.59	35393.380000000005	29257.63	27152.0	24507.19	28739.89	28288.9	31758.82	30093.14	36088.78	13866.69	20929.340000000004	15113.38	14850.5	21719.42
EC:1.3.1.101	0.0	0.0	0.0	0.0	0.0	9.0	4.0	7.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.3.1.104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.3.1.106	177.0	6849.67	2495.0	913.52	233.86	6240.85	2659.58	6689.7	2303.0	2312.5	3340.66	1909.17	2569.16	4388.5	1635.0	892.0	1092.0	728.99	1135.0	1938.03	52.0	412.2	86.0	1138.0	487.4	372.4	86.0	37.0
EC:1.3.1.12	13388.62	10494.85	14297.9	17243.34	12456.7	25809.31	9808.1	25641.02	8024.05	8464.67	12267.44	7400.05	9086.24	7851.59	3258.38	1482.88	2081.0	2367.44	3681.14	3651.07	1463.0699999999997	1683.99	745.03	13606.19	5836.29	5464.280000000001	4013.5	4295.42
EC:1.3.1.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.3.1.14	13768.53	14900.43	10226.740000000002	3675.07	2662.17	36895.57000000001	5455.5	35740.92	18469.05	23812.26	16298.420000000002	10662.14	27348.15	14223.0	10744.13	5998.05	5905.0	4600.62	7550.05	7985.21	6746.82	7321.65	7289.37	21117.94	5472.3	3977.2	512.0	5432.0
EC:1.3.1.20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.3.1.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.3.1.22	0.0	0.0	0.0	0.0	0.0	271.75	41.0	2236.75	1938.75	1391.25	2403.0	3201.75	99.0	892.0	72.5	0.0	123.5	2.25	468.5	516.0	195.25	81.0	1.5	2702.5	41.0	31.0	0.0	15.0
EC:1.3.1.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.3.1.25	163.0	46.0	64.0	232.85	224.86	209.33	76.75	7.0	0.0	13.0	0.0	18.5	0.0	12.0	22.0	425.0	669.0	621.99	40.0	1077.86	18.0	37.0	17.0	0.0	5.0	4.0	0.0	0.0
EC:1.3.1.28	19.75	8.25	3904.83	5728.45	6046.389999999999	1594.83	4135.17	2027.42	1975.08	1983.83	841.58	1430.25	1126.42	19.75	19.25	836.0	1338.0	1178.73	1388.75	2143.2200000000003	543.17	19.0	12.75	2.75	3239.0	3369.08	3434.67	1624.75
EC:1.3.1.31	0.0	0.0	0.0	0.0	7.0	82.63	0.0	13.6	48.5	96.67	116.33	69.67	49.33	261.0	18.0	0.0	10.0	0.0	3.5	4.5	0.0	24.6	0.0	9.0	9.2	0.0	0.0	0.0
EC:1.3.1.32	0.0	0.0	0.0	0.0	0.0	4.5	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.3.1.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.3.1.34	182.75	54.25	4055.83	5521.6	5855.530000000001	2065.33	4226.17	2033.42	1975.08	2015.33	896.58	1477.33	1132.42	31.75	96.25	425.0	669.0	626.74	1428.75	1083.36	561.17	56.0	29.75	2.75	3275.0	3405.08	3434.67	1654.75
EC:1.3.1.43	9.0	11.0	2.0	0.0	0.0	99.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
EC:1.3.1.44	0.0	0.0	13.0	0.0	0.0	579.67	91.0	90.17	2.0	13.0	2.0	4.5	8.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	132.5	17.0	14.0	6.0
EC:1.3.1.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.3.1.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.3.1.53	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.3.1.54	177.0	6849.67	2495.0	913.52	233.86	6240.85	2659.58	6689.7	2303.0	2312.5	3340.66	1909.17	2569.16	4388.5	1635.0	892.0	1092.0	728.99	1135.0	1938.03	52.0	412.2	86.0	1138.0	487.4	372.4	86.0	37.0
EC:1.3.1.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.3.1.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.3.1.74	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5	0.0	0.0	0.0
EC:1.3.1.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.3.1.76	4776.75	7685.42	10357.33	16209.62	12133.89	22756.01	7212.75	23332.87	4777.58	5766.33	7890.74	6415.96	7184.91	5358.25	2899.75	1694.0	2194.0	1898.73	3062.75	3467.56	1002.67	842.2	115.75	5417.75	3927.4	3939.48	3530.67	1719.75
EC:1.3.1.78	0.0	0.0	0.0	0.0	0.0	11.0	0.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.3.1.83	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.3.1.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.3.1.85	0.0	0.0	0.0	0.0	0.0	17.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
EC:1.3.1.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.3.1.87	19.75	8.25	3876.33	5249.0	5585.67	1508.75	4102.42	2004.67	1975.08	1983.83	841.58	1430.25	1126.42	19.75	19.25	0.0	0.0	4.75	1379.0	5.5	543.17	19.0	12.75	2.75	3219.0	3369.08	3434.67	1624.75
EC:1.3.1.9	40020.15	35470.85	21974.9	22827.19	22524.56	28644.71	10396.65	28161.14	33836.130000000005	44647.92	17543.239999999998	15122.34	45925.84	45760.59	41257.880000000005	31967.63	29575.0	25881.18	33773.89	32869.92999999999	34275.32	33171.74	39089.78	25702.69	23433.54	17085.58	15261.5	23652.42
EC:1.3.1.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.3.1.98	39977.95	35451.85	21959.9	22607.34	22316.7	27848.96	10136.9	28123.47	21884.800000000003	27570.92	17531.239999999998	14389.34	28394.840000000004	44886.09	41275.880000000005	31580.88	29091.0	25656.19	33621.14	30989.07	34294.32	33731.99	39126.53	23083.19	23250.46	17026.08	15270.5	23613.42
EC:1.3.3.11	329.0	100.0	115.0	26.0	34.0	176.32999999999998	29.75	2.75	0.0	4.0	0.0	2.5	0.0	24.0	44.0	14.0	0.0	70.0	80.0	18.0	36.0	74.0	34.0	0.0	19.0	0.0	0.0	0.0
EC:1.3.3.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.3.3.3	202.75	69.25	3970.83	5521.6	5855.530000000001	2317.58	4243.17	2055.42	1977.08	1998.83	848.58	1453.04	1134.75	31.75	41.25	427.0	669.0	626.74	1428.75	1086.36	561.17	59.0	29.75	7.25	3355.0	3413.08	3434.67	1659.75
EC:1.3.3.4	4616.2	387.0	1949.5	9132.5	5817.0	1335.75	436.4	2196.0	159.0	650.0	705.4	1293.0	937.5	87.0	33.0	314.0	398.0	575.0	237.0	50.67	0.0	13.0	0.75	159.0	130.0	73.5	6.0	38.0
EC:1.3.3.5	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.3.3.6	0.0	0.0	0.0	0.0	0.0	4.5	9.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
EC:1.3.4.1	0.0	0.0	0.0	0.0	0.0	36.0	14.0	96.5	0.0	0.0	0.0	0.0	0.0	28.5	22.0	4.0	0.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
