function	46	25	22	11	2	40	235A	228A	227A	226A	073A	107A	106A	105A	097A	075A	081A	083A	085A	215A	088A	260A	259A	261A	167A	140A	146A	151A	156A	258A	161A	158A	162A	124A	119A	134A	135A	137A	115A	111A	120A	129A
EC:1.1.1.1	153808.19999999998	217513.17	154382.77000000002	176567.06	223632.96	165601.62999999998	68255.0	48266.01	51080.62	68366.98000000001	117507.34	116200.65	97947.79	101008.23	88864.20999999999	117151.76	93361.68	86558.0	75588.26999999999	27304.71	96595.19	56083.0	43021.7	30002.0	73416.19	68011.5	59233.09	79056.61	70246.6	29172.33	71820.54	48916.46	65583.09	70111.42	61783.12	61115.34	48349.8	66991.95	83695.12	73327.62999999999	49842.05	46300.72
EC:1.1.1.100	106593.9	153251.15000000002	107471.95	124915.42	171826.06	114093.94	50119.17	30678.17	36545.96	50228.22	101886.84	85162.02	72893.54	74382.62999999999	72402.97	92445.39	70956.23	66342.0	57963.62999999999	46072.82	74587.49	67528.18	61267.36	49628.490000000005	81669.33	68633.28	59310.83	67513.19	64015.100000000006	51397.8	82493.04000000001	51733.32000000001	70839.36	62483.05	69113.61	72008.44	53469.73	92767.25	85705.65999999999	67163.82999999999	50874.69	85968.14
EC:1.1.1.102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.103	7763.29	6860.5	7692.92	6990.93	451.01	8678.5	1641.75	3434.67	3376.08	3234.33	242.25	12.75	21.0	543.17	1384.86	47.25	418.0	669.0	591.74	283.25	1467.25	546.0	1061.0	410.0	190.75	2434.2	2577.15	2446.07	2889.75	3235.0	1902.96	2105.93	1530.01	200.35	163.65	197.42	294.5	393.5	131.6	221.9	116.2	423.1
EC:1.1.1.105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.108	64.0	73.0	97.0	206.0	3544.0	77.0	23.0	0.0	0.0	0.0	64.0	17.0	55.0	18.0	73.0	51.0	325.0	398.0	610.0	99.0	285.0	861.0	807.0	448.0	75.0	227.0	153.0	508.0	441.0	1628.0	117.0	184.0	152.0	29.0	35.0	118.0	39.0	286.0	55.0	50.0	34.0	328.0
EC:1.1.1.11	6.29	12.5	0.0	14.5	7.5	0.0	0.0	0.0	5.0	3.25	0.0	0.0	0.0	0.0	1068.86	0.0	418.0	669.0	586.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1036.14	0.0	989.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.122	84.0	103.5	70.0	149.5	173.5	98.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	3.0	0.0	0.0	0.0	3.0
EC:1.1.1.125	7717.58	6878.33	7659.25	6946.53	334.11	8661.39	1624.75	3436.67	3369.08	3242.0	19.75	12.75	19.0	543.17	2146.8900000000003	19.25	836.0	1338.0	1178.73	100.75	1388.75	19.0	130.0	16.0	5.25	2371.0	2454.25	2357.17	2873.25	0.0	2650.7	2079.83	2445.94	41.25	31.75	53.25	0.0	50.5	45.0	19.0	18.0	145.0
EC:1.1.1.130	7678.5	6784.17	7700.75	6813.43	219.52	8559.5	2355.42	3485.5	3538.58	3507.61	254.59000000000003	323.41	275.94	895.5	42.0	189.75	154.82999999999998	140.5	787.0799999999999	65.75	1505.34	41.5	53.370000000000005	53.33	36.59	2279.5	2445.92	2347.67	2850.25	1295.0	590.34	2039.33	467.33	72.25	24.75	28.42	30.5	67.5	41.0	30.6	11.0	58.5
EC:1.1.1.132	43.0	30.0	45.0	52.0	99.0	49.0	0.0	0.0	0.0	0.0	12.0	17.0	37.0	18.0	9.0	22.0	7.0	0.0	35.0	0.0	40.0	0.0	0.0	0.0	20.0	0.0	9.0	0.0	8.0	0.0	0.0	3.0	0.0	7.0	0.0	8.0	0.0	0.0	6.0	0.0	0.0	8.0
EC:1.1.1.133	2818.78	1918.5	1757.93	2041.18	6556.87	2714.46	2024.0	637.0	2310.2	2526.63	12635.0	3423.37	3315.4	2883.82	5358.41	6081.13	2904.8	3064.4999999999995	1602.11	16203.44	5630.3	17372.68	19194.29	16837.16	14000.39	15703.0	9803.09	6053.05	7560.8	28853.4	16504.969999999998	9308.740000000002	11277.1	14049.88	14267.94	16757.27	13147.33	23818.95	10522.89	11294.9	15104.69	23585.97
EC:1.1.1.136	11.0	20.33	12.67	29.67	52.0	8.22	0.0	0.0	0.0	19.0	38.5	0.0	0.0	0.0	65.17	10.0	0.0	0.0	0.0	0.0	75.0	327.33	321.5	96.0	170.17	24.0	13.5	45.5	7.5	0.0	38.0	43.5	74.5	138.5	141.5	190.67	100.17	374.33	101.0	189.17	97.0	333.33
EC:1.1.1.137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.8	8.0	25.0	37.0	30.0	0.0	6.0	24.0	0.0	0.0	10.0	0.0	25.0	40.0	0.0	17.0	21.0	0.0	0.0	0.0	18.0	0.0	37.0	33.0	46.0	148.0	0.0	2565.0	1928.0	264.0	19.0	0.0	58.0	25.0
EC:1.1.1.14	220.29	184.67	288.34000000000003	400.67	3897.0	325.66	72.0	88.0	524.0	517.03	6664.5	17.0	677.6	407.5	3463.03	2933.5	1267.0	1519.0000000000002	1256.99	6639.5	2287.0	7297.33	10378.7	4863.0	7801.67	5934.62	5611.4	5971.9	5697.0	4952.0	6600.789999999999	5082.85	6831.26	4041.77	6082.9	8905.51	4005.17	18501.0	6117.43	5259.17	4482.37	21472.76
EC:1.1.1.140	17046.58	14666.0	15867.5	14397.86	4933.36	18847.34	3249.5	6996.34	6748.96	6488.1	5066.5	3247.37	2388.8	3137.4100000000003	3208.59	3121.63	2305.8	2672.0000000000005	1752.35	61.440000000000005	5938.55	47.0	0.0	0.0	527.3	4616.5	5068.0	5907.9400000000005	5980.5	2119.0	3776.5	4161.16	3475.3700000000003	67.5	46.5	164.5	35.0	260.0	192.0	89.0	14.0	342.0
EC:1.1.1.144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.157	7938.62	7101.0	7990.26	7320.0	778.85	9019.1	1737.75	3699.34	4190.31	4361.75	5313.75	138.5	925.0	1024.34	3062.03	2754.75	1002.0	1139.5	769.24	7496.25	3182.0	7393.84	8938.67	4627.33	7081.17	7763.900000000001	7702.55	8755.34	8882.050000000001	86.0	7329.48	7928.76	7079.25	7276.92	7503.15	12631.09	10254.74	21507.7	7794.6	5969.37	8644.27	23670.590000000004
EC:1.1.1.159	7581.0	6750.5	7518.25	6751.5	57.75	8494.5	1585.75	3310.0	3196.75	3114.95	588.25	12.75	43.6	536.5	223.5	1049.25	9.0	12.5	31.25	4430.75	1470.0	1542.5	1849.7	1605.0	3452.5	3806.5	3763.75	5507.5	5546.75	36.0	789.0	4422.5	1594.0	713.75	848.25	555.75	331.0	1330.5	613.0	704.1	893.0	2331.5
EC:1.1.1.163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.169	8122.62	7288.01	8140.6	7717.44	7893.120000000001	9080.37	3641.75	4071.67	5397.18	5599.78	3648.75	774.24	828.85	1175.31	5750.32	1655.51	2509.85	3457.5	3151.96	12719.13	3081.6	10246.0	12765.75	11340.5	9439.1	10901.29	8180.15	7526.52	7955.25	21229.5	15496.25	7390.18	9179.57	6085.0	5059.9	6913.67	6712.75	15596.5	4273.0	7952.299999999999	6596.599999999999	14727.6
EC:1.1.1.17	41524.96	59149.5	41435.08	47517.76	62088.35	44915.67	17480.75	14783.67	12845.21	17350.1	31290.59	32203.28	26894.14	27667.570000000003	23171.23	31756.88	25602.63	23484.5	21163.94	6298.52	26017.39	12824.0	9729.0	6792.0	17592.39	14368.0	13165.42	20682.27	17286.25	8193.83	16854.36	13217.83	15840.61	14638.25	14663.75	14645.25	13903.0	12276.3	21828.0	15696.0	8041.0	6939.0
EC:1.1.1.173	13.0	39.0	15.0	26.0	47.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.18	253.87	142.0	328.5	258.17	443.84	211.33	745.67	50.83	174.5	282.66	267.84000000000003	344.66	324.34000000000003	419.33	3517.25	315.5	1426.83	2147.5	2613.3	245.50000000000003	206.34	1152.0	2124.67	1407.33	71.34	1070.95	57.57	84.9	16.0	11024.0	3508.74	99.35	2998.79	495.5	283.9	276.17	273.0	647.0	234.5	138.8	306.1	653.1
EC:1.1.1.193	8338.79	7366.0	8396.34	7866.6	4922.549999999999	9315.3	2509.42	3601.5	4082.48	4275.49	5824.59	413.66	530.34	1217.75	3273.7	1110.25	1652.83	1789.0	2198.32	9445.75	3517.59	10711.34	12037.09	12420.16	9432.01	12607.77	10035.87	6040.32	7557.55	18855.4	14564.13	10051.03	8896.42	12630.42	11366.05	12241.01	17240.989999999998	15441.45	8147.85	8375.67	12990.62	15320.44
EC:1.1.1.2	0.0	0.0	12.0	0.0	0.0	10.0	2.0	0.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.202	13.29	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	20.0	10.0	8.0	1072.86	5.0	423.0	669.0	595.99	0.0	0.0	0.0	66.0	0.0	0.0	165.4	24.8	95.0	128.79999999999998	24.0	1041.14	151.6	1002.4299999999998	3263.0	1123.4	348.0	3065.4	2623.2	313.6	1676.2	3811.6	981.6
EC:1.1.1.203	0.0	14.83	0.0	25.17	18.5	26.0	0.0	0.0	8.0	15.0	12.0	17.0	37.0	18.0	9.67	22.0	9.0	0.0	35.0	0.0	40.0	0.0	0.0	0.0	20.0	0.0	9.0	0.0	8.0	0.0	0.0	3.0	0.0	7.0	3.0	8.0	0.0	2.0	6.0	0.0	0.0	8.0
EC:1.1.1.205	49341.79	70698.0	49607.01	57302.6	75540.04999999999	52907.8	23611.42	15270.5	17032.58	23273.79	44892.59	39128.03	33635.24	34362.32	30989.07	41255.880000000005	31569.13	29088.5	25629.69	21604.19	33543.89	32318.84	29883.29	24983.16	35293.56	35814.770000000004	29108.54	30593.92000000001	28246.050000000003	32594.4	38142.76	24708.200000000004	29142.02	34129.490000000005	33136.22	32514.01	29951.49	41747.75	38443.92	34045.0	28244.52	34331.11
EC:1.1.1.206	3.0	0.0	6.0	9.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.215	7588.29	6767.5	7547.25	6778.93	62.18	8503.17	1624.75	3434.67	3374.08	3224.0	31.75	29.75	56.0	561.17	1083.36	41.25	427.0	669.0	626.74	2.75	1428.75	0.0	0.0	0.0	29.25	2296.0	2463.25	2357.17	2881.25	0.0	1614.56	2054.83	1443.51	22.25	18.75	12.25	0.0	6.5	47.0	0.0	0.0	13.0
EC:1.1.1.219	41.0	32.83	25.0	33.17	65.7	23.5	0.0	0.0	0.0	13.0	12.0	17.0	37.0	18.0	9.67	22.0	7.0	0.0	35.0	98.0	40.0	7.0	81.0	0.0	20.0	3.0	9.0	0.0	8.0	2.0	0.0	3.0	0.0	66.0	17.0	198.0	150.0	122.0	6.0	92.0	19.0	142.0
EC:1.1.1.22	72165.7	109461.33	73945.17	86932.1	108175.21	78117.47	33254.75	25994.67	22932.58	32135.480000000003	56840.25	57291.0	48689.45	50953.92	45523.2	58628.25	47130.25	42895.5	37665.99	22605.25	45691.5	43588.03	43327.91	34857.49	46352.5	40578.99	31974.97	39601.47	36834.25	72467.3	43971.11	29695.950000000004	37635.08	38348.44	39621.47	38969.42	29189.01	40341.92	48350.36	40151.73	27436.22	33205.94
EC:1.1.1.220	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.23	8310.04	7279.0	8375.34	7855.6	4938.049999999999	9263.8	2494.42	3603.5	4236.280000000001	4496.29	8341.59	513.86	1681.9899999999998	1703.65	3915.9	3284.55	1472.88	2131.5	2344.02	15674.85	4171.64	15038.84	15912.04	14698.16	13894.56	15785.1	12212.54	8105.17	11094.05	15907.9	16177.429999999998	11369.2	11646.02	11195.34	12872.47	14481.76	11948.74	23703.45	10505.52	11727.6	10543.12	24761.11
EC:1.1.1.243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.25	10600.2	8837.33	9489.34	9153.7	10377.18	11416.74	5056.09	4154.33	6256.25	6751.6	13810.09	3919.28	4737.1900000000005	4336.82	10405.18	7602.379999999999	5228.88	6620.5	5513.65	20471.86	7949.14	18069.34	18217.61	17201.489999999998	17800.06	17482.43	13883.21	11524.67	14195.05	19838.07	21796.32	14336.37	17385.239999999998	17891.510000000002	19623.14	25249.76	21111.24	38191.25	17679.190000000002	16754.129999999997	20925.12	36567.78
EC:1.1.1.251	7577.29	6742.5	7526.25	6741.5	29.75	8503.17	1624.75	3434.67	3369.08	3215.75	19.75	12.75	19.0	543.17	1074.36	19.25	418.0	669.0	591.74	2.75	1379.0	0.0	0.0	0.0	5.25	2279.5	2438.75	2340.17	2850.25	0.0	1605.81	2039.33	1440.26	15.25	15.75	4.25	0.0	4.5	41.0	0.0	0.0	5.0
EC:1.1.1.26	77.0	46.33	61.67	104.67	111.0	43.22	0.0	0.0	12.0	9.5	0.0	0.0	0.0	0.0	3.67	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	96.0	3.0	0.0	43.0	0.0	3.0
EC:1.1.1.261	46.0	39.33	63.0	56.67	65.0	29.5	0.0	0.0	9.0	15.0	0.0	0.0	29.0	37.5	28.67	3.5	3.0	14.0	3.0	0.0	24.5	115.0	36.5	102.0	2.5	54.0	9.5	4.0	11.5	0.0	0.0	0.0	0.0	45.5	115.0	453.0	105.0	646.0	131.0	133.0	58.5	258.0
EC:1.1.1.262	8254.2	7239.5	8145.84	7638.7	1286.01	9197.8	1736.75	3550.67	3854.08	3705.33	1883.25	33.25	166.0	862.4200000000001	4652.75	363.75	1636.0	2499.5	1828.9700000000005	8507.75	2319.75	11375.51	11584.42	12797.83	7099.5	11168.37	7233.4	3988.32	5681.75	19116.4	14199.74	6979.43	8852.95	7887.75	8545.15	5171.67	6711.92	9274.25	4827.42	7058.799999999999	8494.349999999999	7049.18
EC:1.1.1.264	7.0	25.0	0.0	30.43	18.43	32.0	653.67	50.83	143.17	245.16000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.17	0.0	31.0	42.17	18.33	0.0	0.0	0.0	0.0	0.0	983.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.267	8409.54	7327.0	8405.34	7805.6	1595.05	9340.3	2465.42	3591.5	4233.48	4526.69	8128.59	468.66	1709.19	1719.25	3864.7	3233.75	1173.08	1718.5	1795.8199999999997	15631.25	3928.84	14915.84	15788.04	14960.16	13804.76	15799.1	12235.54	7979.57	10937.05	14069.9	16150.63	11465.2	11563.42	13289.34	15744.47	17562.760000000002	14441.74	26333.25	14486.52	12903.6	15218.12	25368.11
EC:1.1.1.27	81916.62	126668.67	82425.34	98982.01	147859.54	87213.38	40488.0	23162.0	24779.1	36482.850000000006	79724.5	77577.48999999999	65258.3	65722.64	56863.44	77939.76	62106.1	56159.5	48914.23	15891.38	60845.6	34345.83	29116.9	18674.0	46760.52	34439.73	30997.97	47348.2	37471.3	18390.0	42728.4	30741.77	40081.46	59506.84	45251.57000000001	47542.01	55402.07	55884.7	56411.1	51679.9	46602.77	40587.93
EC:1.1.1.271	8117.67	7134.83	8045.17	7449.6	961.21	9055.69	1693.75	3526.67	3935.08	3558.08	1950.75	33.25	512.0	1295.92	1750.84	1255.25	439.0	527.5	33.0	12632.75	2507.75	10532.33	12319.75	12911.5	9983.17	11558.37	8255.4	6581.82	8271.75	21592.4	10969.32	8458.93	6320.16	7861.320000000001	7656.15	6356.34	5807.92	12156.75	5345.98	7080.37	8507.92	9942.01
EC:1.1.1.275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.276	19.0	39.0	15.0	35.0	47.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.28	54667.75	75958.83	55966.0	62536.86	69986.86	59160.67	23978.84	18359.0	18934.230000000003	24557.7	33822.34	36351.03	31575.74	33092.74	29410.76	37741.130000000005	30194.63	27926.5	25591.68	16071.11	30077.64	20408.51	18829.71	13637.99	28039.64	28895.95	24886.74	33154.84	28675.5	23148.17	25537.57	22025.68	22142.45	30005.67	23700.57	25143.0	26062.67	34541.8	29220.84	26631.230000000003	23887.6	24662.1
EC:1.1.1.281	0.0	4.66	0.0	3.34	0.0	8.0	0.0	0.0	0.0	2.5	12.0	17.0	37.0	18.0	10.34	22.0	7.0	0.0	35.0	0.0	40.0	115.0	33.0	90.0	20.0	0.0	9.0	0.0	8.0	0.0	0.0	3.0	0.0	7.0	0.0	16.0	3.0	6.0	6.0	0.0	0.0	14.0
EC:1.1.1.282	7571.0	6742.5	7537.25	6742.93	33.18	8511.84	1668.75	3569.34	3567.41	3364.75	19.75	12.75	19.0	549.84	5.5	19.25	0.0	0.0	4.75	2.75	1412.75	0.0	0.0	0.0	5.25	2341.0	2499.25	2396.84	2929.25	0.0	588.09	2086.16	466.41	15.25	15.75	4.25	0.0	4.5	41.0	0.0	0.0	5.0
EC:1.1.1.284	7776.29	6963.5	7736.92	7145.93	3951.78	8742.44	1633.75	3300.0	3226.75	3241.0	532.75	261.42	166.0	594.17	1146.03	135.57999999999998	753.0	1130.0	1223.41	209.09	1659.75	423.0	399.0	217.0	240.25	2331.0	2472.25	2603.5	3089.25	1628.0	1668.2199999999998	2085.5	1518.1799999999998	48.25	26.75	79.25	96.0	9.5	47.0	62.0	8.0	107.0
EC:1.1.1.287	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	14.0	0.0	4.0	0.0	0.0	32.0	8.0	438.0	489.0	231.0	55.0	114.0	90.0	476.0	160.0	0.0	73.0	116.0	122.0	22.0	35.0	147.0	27.0	311.0	44.0	50.0	34.0	378.0
EC:1.1.1.289	16.0	9.5	18.0	17.5	24.5	23.5	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	14.0	0.0	4.0	0.0	0.0	32.0	8.0	438.0	489.0	231.0	55.0	114.0	90.0	476.0	160.0	0.0	73.0	116.0	122.0	22.0	35.0	99.0	27.0	267.0	44.0	50.0	34.0	304.0
EC:1.1.1.29	643.6700000000001	375.17	640.75	704.0	1138.34	560.58	815.6700000000001	150.82999999999998	785.5	1047.11	7296.34	421.16	1496.94	1060.08	2755.67	3034.5	712.8299999999999	993.0	1139.58	15557.0	2441.34	12938.33	12483.12	12372.33	13316.76	8393.029999999999	5749.49	4146.65	7619.5	5022.4	10855.57	8947.77	9875.08	10423.44	14023.07	13207.59	11792.42	23040.050000000003	11955.85	11012.5	11547.12	21902.68
EC:1.1.1.290	7901.29	6932.0	7794.5	7134.43	586.1800000000001	8804.92	1686.75	3440.67	3484.08	3453.0	1557.75	33.25	141.0	831.4200000000001	2164.36	115.75	439.0	825.5	628.99	8292.25	2136.25	9858.0	9333.25	11098.0	6642.0	10932.37	7005.9	3937.82	5571.25	12622.0	11333.46	6504.93	6549.26	7194.75	7797.65	3016.0	5596.25	6724.75	3816.25	6419.299999999999	7791.849999999999	4123.35
EC:1.1.1.291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.292	0.0	0.0	0.0	9.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.3	56954.5	77419.0	57147.59	64094.03	75684.73	61470.14	25286.17	18824.84	20590.69	26605.99	44543.34	38966.61	33605.59	34781.49	32071.26	41277.8	31679.88	29704.5	26047.76	21555.6	35023.39	30863.83	26703.57	22786.83	35410.81	32982.1	27709.79	31494.01	31072.300000000003	23574.9	36271.66	23944.36	30671.53	30762.590000000004	30440.22	35489.01	26240.07	39327.95	35029.85	32283.2	24889.12	32692.78
EC:1.1.1.30	201.67	176.0	310.5	358.83	3814.57	184.94	755.67	50.83	200.5	392.66	90.84	327.66	298.34000000000003	370.33	94.0	203.5	477.83	538.5	1392.33	130.0	399.84	454.0	360.17	235.33	55.34	80.0	65.17	39.5	272.0	2923.0	28.67	68.0	41.5	7.0	3.0	71.0	96.0	5.0	6.0	43.0	0.0	11.0
EC:1.1.1.302	4.0	4.0	12.0	5.0	4.0	14.0	0.0	0.0	0.0	0.0	980.5	38.0	467.0	87.0	69.0	39.0	22.0	244.0	218.0	1674.0	78.5	398.33	800.5	254.0	167.17	51.0	340.5	267.5	328.5	0.0	133.0	53.5	92.5	149.5	179.5	257.17	193.67	1607.33	170.0	387.67	148.0	364.83
EC:1.1.1.303	0.0	62.0	93.34	274.0	6890.0	56.0	46.0	0.0	12.0	15.0	116.0	17.75	63.0	18.0	109.0	80.0	635.0	796.0	1185.0	134.0	514.0	846.0	636.0	434.0	20.0	155.0	117.0	64.0	536.0	3283.0	48.0	136.0	60.0	15.0	18.0	10.0	7.0	6.0	6.0	0.0	10.0	8.0
EC:1.1.1.304	40796.29	63155.0	40975.0	49247.0	70218.0	43422.72	19266.0	11222.0	11451.8	17118.0	35979.0	38289.0	31695.0	32430.0	28061.86	37806.0	30134.0	27470.0	23547.99	5375.0	29272.0	14511.0	10242.0	7219.0	21119.0	14631.0	12705.0	20534.0	16784.0	4810.0	19341.14	10219.0	18351.43	20386.4	16773.0	13923.0	11943.0	16088.0	23494.4	21499.4	13405.4	8165.0
EC:1.1.1.305	7587.29	6760.5	7526.25	6771.93	61.18	8513.17	1624.75	3434.67	3393.08	3234.75	312.75	12.75	19.0	543.17	1223.36	1021.25	418.0	669.0	591.74	4225.75	1414.75	1405.0	1384.0	1386.0	3177.25	3768.0	3602.25	5003.17	5567.25	0.0	1771.56	4457.83	2471.51	219.25	495.75	439.25	166.0	1180.5	451.0	355.0	580.0	1803.0
